1002586,ATENDIDO,31/07/2022 22:28,31/07/2022 22:28,05/08/2022 22:28,,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,CENTRO
1002587,RECHAZADO,27/05/2022 16:06,27/05/2022 16:06,03/06/2022 16:06,41,LIMA,LIMA,MAGDALENA DEL MAR,LIMA
1002588,PENDIENTE,25/01/2022 13:07,,,,MOQUEGUA,MARISCAL NIETO,SAMEGUA,SUR
1002589,DUPLICADO/RIESGO/FRAUDE,17/10/2022 22:51,,20/10/2022 22:51,37,ANCASH,HUARI,HUARI,CENTRO
1002590,PENDIENTE,01/12/2022 02:56,,,,LIMA,CANTA,CANTA,LIMA
1002591,PENDIENTE,11/10/2022 11:06,,,,ANCASH,HUARMEY,MALVAS,CENTRO
1002592,PENDIENTE,06/03/2022 05:07,,,,LIMA,LIMA,CIENEGUILLA,LIMA
1002593,PENDIENTE,24/08/2022 01:48,26/08/2022 01:48,,,LIMA,CAÑETE,ZUÑIGA,LIMA
1002594,DUPLICADO/RIESGO/FRAUDE,10/08/2022 23:05,,14/08/2022 23:05,62,AREQUIPA,AREQUIPA,TIABAYA,SUR
1002595,RECHAZADO,15/07/2022 10:02,17/07/2022 10:02,25/07/2022 10:02,94,LIMA,HUAROCHIRI,SANGALLAYA,LIMA
1002596,RECHAZADO,06/12/2022 15:25,06/12/2022 15:25,15/12/2022 15:25,34,JUNIN,SATIPO,SATIPO,CENTRO
1002597,DUPLICADO/RIESGO/FRAUDE,09/03/2022 07:43,,13/03/2022 07:43,50,LORETO,UCAYALI,SARAYACU,NORTE
1002598,PENDIENTE,22/01/2022 01:16,,,,LORETO,MAYNAS,LAS AMAZONAS,NORTE
1002599,PENDIENTE,04/07/2022 16:52,,,,PUNO,PUNO,ACORA,SUR
1002600,ATENDIDO,05/12/2022 20:28,08/12/2022 20:28,12/12/2022 20:28,,AREQUIPA,AREQUIPA,AREQUIPA,SUR
1002601,PENDIENTE,07/10/2022 19:25,08/10/2022 19:25,,,HUANCAVELICA,TAYACAJA,ROBLE,CENTRO
1002602,DUPLICADO/RIESGO/FRAUDE,20/12/2022 22:38,,22/12/2022 22:38,47,APURIMAC,COTABAMBAS,COYLLURQUI,SUR
1002603,DUPLICADO/RIESGO/FRAUDE,08/05/2022 16:59,,10/05/2022 16:59,78,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,NORTE
1002604,RECHAZADO,07/01/2022 20:00,10/01/2022 20:00,23/01/2022 20:00,70,LIMA,CAÑETE,IMPERIAL,LIMA
1002605,ATENDIDO,26/03/2022 13:19,27/03/2022 13:19,10/04/2022 13:19,,AMAZONAS,BONGARA,FLORIDA,NORTE
1002606,RECHAZADO,06/07/2022 03:15,06/07/2022 03:15,10/07/2022 03:15,91,JUNIN,CONCEPCION,CONCEPCION,CENTRO
1002607,RECHAZADO,21/10/2022 00:29,21/10/2022 00:29,29/10/2022 00:29,82,HUANUCO,HUANUCO,CHURUBAMBA,CENTRO
1002608,PENDIENTE,26/05/2022 21:42,,,,AREQUIPA,CARAVELI,JAQUI,SUR
1002609,DUPLICADO/RIESGO/FRAUDE,17/01/2022 07:51,,19/01/2022 07:51,32,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,NORTE
1002610,ATENDIDO,08/02/2022 00:38,08/02/2022 00:38,12/02/2022 00:38,,LIMA,LIMA,LINCE,LIMA
1002611,RECHAZADO,27/06/2022 20:58,28/06/2022 20:58,04/07/2022 20:58,77,AREQUIPA,CAYLLOMA,MACA,SUR
1002612,RECHAZADO,21/05/2022 20:51,22/05/2022 20:51,27/05/2022 20:51,77,JUNIN,TARMA,PALCAMAYO,CENTRO
1002613,DUPLICADO/RIESGO/FRAUDE,14/09/2022 01:04,,17/09/2022 01:04,13,PUNO,CHUCUITO,POMATA,SUR
1002614,PENDIENTE,09/04/2022 10:32,,,,CUSCO,CANAS,KUNTURKANKI,SUR
1002615,ATENDIDO,29/09/2022 04:00,30/09/2022 04:00,04/10/2022 04:00,,TACNA,TARATA,TARUCACHI,SUR
1002616,ATENDIDO,15/01/2022 16:21,16/01/2022 16:21,31/01/2022 16:21,,LIMA,CANTA,HUAROS,LIMA
1002617,RECHAZADO,11/05/2022 22:08,11/05/2022 22:08,14/05/2022 22:08,41,LIMA,HUAURA,SANTA LEONOR,LIMA
1002618,PENDIENTE,18/08/2022 09:32,20/08/2022 09:32,,,AREQUIPA,ISLAY,DEAN VALDIVIA,SUR
1002619,RECHAZADO,10/06/2022 12:52,13/06/2022 12:52,19/06/2022 12:52,92,HUANCAVELICA,TAYACAJA,ACRAQUIA,CENTRO
1002620,RECHAZADO,12/06/2022 22:09,12/06/2022 22:09,20/06/2022 22:09,17,AREQUIPA,CAYLLOMA,LARI,SUR
1002621,ATENDIDO,09/11/2022 06:40,09/11/2022 06:40,13/11/2022 06:40,,AREQUIPA,CAYLLOMA,COPORAQUE,SUR
1002622,ATENDIDO,18/06/2022 14:27,20/06/2022 14:27,04/07/2022 14:27,,HUANCAVELICA,HUANCAVELICA,MANTA,CENTRO
1002623,PENDIENTE,27/02/2022 15:20,28/02/2022 15:20,,,ICA,ICA,SALAS,SUR
1002624,PENDIENTE,31/08/2022 15:25,,,,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,CENTRO
1002625,RECHAZADO,02/04/2022 19:13,02/04/2022 19:13,06/04/2022 19:13,60,LIMA,CAÑETE,COAYLLO,LIMA
1002626,ATENDIDO,13/05/2022 16:18,13/05/2022 16:18,21/05/2022 16:18,,CAJAMARCA,CHOTA,COCHABAMBA,NORTE
1002627,DUPLICADO/RIESGO/FRAUDE,17/05/2022 06:08,,22/05/2022 06:08,73,LIMA,HUAURA,HUACHO,LIMA
1002628,ATENDIDO,24/07/2022 08:26,25/07/2022 08:26,27/07/2022 08:26,,PUNO,SANDIA,LIMBANI,SUR
1002629,RECHAZADO,09/02/2022 06:20,12/02/2022 06:20,15/02/2022 06:20,30,JUNIN,JAUJA,HUERTAS,CENTRO
1002630,RECHAZADO,16/08/2022 05:14,16/08/2022 05:14,27/08/2022 05:14,36,AREQUIPA,CONDESUYOS,RIO GRANDE,SUR
1002631,RECHAZADO,14/07/2022 21:10,15/07/2022 21:10,25/07/2022 21:10,87,AYACUCHO,CANGALLO,CANGALLO,CENTRO
1002632,ATENDIDO,28/10/2022 02:30,28/10/2022 02:30,02/11/2022 02:30,,AYACUCHO,LUCANAS,CABANA,CENTRO
1002633,DUPLICADO/RIESGO/FRAUDE,31/08/2022 21:10,,01/09/2022 21:10,82,AMAZONAS,BAGUA,EL PARCO,NORTE
1002634,ATENDIDO,25/07/2022 10:14,27/07/2022 10:14,31/07/2022 10:14,,LIMA,LIMA,JESUS MARIA,LIMA
1002635,ATENDIDO,12/03/2022 12:12,14/03/2022 12:12,20/03/2022 12:12,,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,CENTRO
1002636,RECHAZADO,28/03/2022 21:15,29/03/2022 21:15,08/04/2022 21:15,94,ANCASH,POMABAMBA,QUINUABAMBA,CENTRO
1002637,DUPLICADO/RIESGO/FRAUDE,29/08/2022 11:14,,01/09/2022 11:14,7,HUANUCO,DOS DE MAYO,RIPAN,CENTRO
1002638,RECHAZADO,16/12/2022 14:15,16/12/2022 14:15,21/12/2022 14:15,37,PASCO,PASCO,PAUCARTAMBO,CENTRO
1002639,DUPLICADO/RIESGO/FRAUDE,08/09/2022 07:11,,09/09/2022 07:11,82,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,NORTE
1002640,DUPLICADO/RIESGO/FRAUDE,18/07/2022 15:57,,21/07/2022 15:57,73,CAJAMARCA,SAN MARCOS,CHANCAY,NORTE
1002641,RECHAZADO,17/05/2022 20:26,19/05/2022 20:26,30/05/2022 20:26,26,HUANCAVELICA,HUANCAVELICA,ACORIA,CENTRO
1002642,DUPLICADO/RIESGO/FRAUDE,29/03/2022 13:06,,01/04/2022 13:06,54,ANCASH,AIJA,CORIS,CENTRO
1002643,DUPLICADO/RIESGO/FRAUDE,24/06/2022 06:12,,29/06/2022 06:12,94,AREQUIPA,CAYLLOMA,SIBAYO,SUR
1002644,ATENDIDO,25/11/2022 11:55,27/11/2022 11:55,10/12/2022 11:55,,JUNIN,JAUJA,MASMA,CENTRO
1002645,ATENDIDO,01/03/2022 19:58,01/03/2022 19:58,06/03/2022 19:58,,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,NORTE
1002646,RECHAZADO,03/12/2022 05:53,03/12/2022 05:53,05/12/2022 05:53,9,JUNIN,HUANCAYO,CULLHUAS,CENTRO
1002647,DUPLICADO/RIESGO/FRAUDE,18/07/2022 16:00,,21/07/2022 16:00,85,JUNIN,CHANCHAMAYO,CHANCHAMAYO,CENTRO
1002648,DUPLICADO/RIESGO/FRAUDE,14/03/2022 12:03,,18/03/2022 12:03,38,LIMA,HUARAL,AUCALLAMA,LIMA
1002649,ATENDIDO,16/05/2022 12:25,19/05/2022 12:25,23/05/2022 12:25,,AYACUCHO,LA MAR,TAMBO,CENTRO
1002650,DUPLICADO/RIESGO/FRAUDE,23/11/2022 07:20,,24/11/2022 07:20,81,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,NORTE
1002651,RECHAZADO,28/04/2022 06:09,28/04/2022 06:09,03/05/2022 06:09,40,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,SUR
1002652,ATENDIDO,14/01/2022 09:17,14/01/2022 09:17,23/01/2022 09:17,,APURIMAC,ABANCAY,TAMBURCO,SUR
1002653,ATENDIDO,22/01/2022 22:57,24/01/2022 22:57,06/02/2022 22:57,,JUNIN,JAUJA,MONOBAMBA,CENTRO
1002654,PENDIENTE,07/05/2022 13:19,,,,PASCO,OXAPAMPA,CONSTITUCION,CENTRO
1002655,PENDIENTE,30/10/2022 18:18,,,,LAMBAYEQUE,FERREÑAFE,PITIPO,NORTE
1002656,PENDIENTE,14/11/2022 15:00,,,,AREQUIPA,CAYLLOMA,LLUTA,SUR
1002657,ATENDIDO,18/09/2022 03:30,21/09/2022 03:30,27/09/2022 03:30,,JUNIN,YAULI,YAULI,CENTRO
1002658,RECHAZADO,04/03/2022 11:30,07/03/2022 11:30,20/03/2022 11:30,47,LA LIBERTAD,PATAZ,HUANCASPATA,NORTE
1002659,ATENDIDO,24/06/2022 11:55,24/06/2022 11:55,06/07/2022 11:55,,LORETO,PUTUMAYO,YAGUAS,NORTE
1002660,DUPLICADO/RIESGO/FRAUDE,05/04/2022 18:59,,06/04/2022 18:59,44,SAN MARTIN,TOCACHE,SANTA LUCIA,NORTE
1002661,DUPLICADO/RIESGO/FRAUDE,09/05/2022 07:25,,11/05/2022 07:25,51,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,CENTRO
1002662,ATENDIDO,07/10/2022 11:29,08/10/2022 11:29,21/10/2022 11:29,,PIURA,HUANCABAMBA,CANCHAQUE,NORTE
1002663,RECHAZADO,02/07/2022 21:47,04/07/2022 21:47,11/07/2022 21:47,22,AYACUCHO,LA MAR,NINABAMBA,CENTRO
1002664,RECHAZADO,09/04/2022 08:26,12/04/2022 08:26,24/04/2022 08:26,96,ICA,ICA,SALAS,SUR
1002665,PENDIENTE,07/07/2022 14:47,,,,AREQUIPA,AREQUIPA,CHARACATO,SUR
1002666,RECHAZADO,14/09/2022 21:35,16/09/2022 21:35,22/09/2022 21:35,41,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,CENTRO
1002667,RECHAZADO,30/01/2022 03:55,02/02/2022 03:55,12/02/2022 03:55,15,CAJAMARCA,SAN IGNACIO,LA COIPA,NORTE
1002668,DUPLICADO/RIESGO/FRAUDE,21/02/2022 10:36,,23/02/2022 10:36,38,LORETO,MAYNAS,FERNANDO LORES,NORTE
1002669,RECHAZADO,04/11/2022 18:14,04/11/2022 18:14,17/11/2022 18:14,67,SAN MARTIN,HUALLAGA,SAPOSOA,NORTE
1002670,ATENDIDO,06/12/2022 15:29,07/12/2022 15:29,16/12/2022 15:29,,CAJAMARCA,CAJABAMBA,CONDEBAMBA,NORTE
1002671,RECHAZADO,12/06/2022 18:24,14/06/2022 18:24,24/06/2022 18:24,15,JUNIN,CHUPACA,HUACHAC,CENTRO
1002672,ATENDIDO,10/05/2022 17:52,10/05/2022 17:52,20/05/2022 17:52,,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,SUR
1002673,RECHAZADO,01/10/2022 03:37,04/10/2022 03:37,10/10/2022 03:37,32,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,SUR
1002674,PENDIENTE,11/12/2022 12:46,12/12/2022 12:46,,,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,CENTRO
1002675,ATENDIDO,19/03/2022 18:26,20/03/2022 18:26,03/04/2022 18:26,,APURIMAC,ANTABAMBA,OROPESA,SUR
1002676,ATENDIDO,05/07/2022 05:40,05/07/2022 05:40,07/07/2022 05:40,,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,CENTRO
1002677,RECHAZADO,16/12/2022 02:22,17/12/2022 02:22,30/12/2022 02:22,8,AYACUCHO,HUAMANGA,CHIARA,CENTRO
1002678,DUPLICADO/RIESGO/FRAUDE,05/02/2022 06:24,,06/02/2022 06:24,75,TACNA,CANDARAVE,CAIRANI,SUR
1002679,RECHAZADO,13/11/2022 12:25,14/11/2022 12:25,16/11/2022 12:25,92,AYACUCHO,HUAMANGA,VINCHOS,CENTRO
1002680,PENDIENTE,28/11/2022 19:00,,,,JUNIN,CONCEPCION,ACO,CENTRO
1002681,PENDIENTE,07/03/2022 11:33,,,,HUANCAVELICA,HUANCAVELICA,LARIA,CENTRO
1002682,PENDIENTE,12/12/2022 10:36,,,,CAJAMARCA,SAN PABLO,SAN LUIS,NORTE
1002683,PENDIENTE,14/11/2022 10:42,,,,APURIMAC,ABANCAY,CURAHUASI,SUR
1002684,RECHAZADO,14/11/2022 23:17,16/11/2022 23:17,25/11/2022 23:17,66,APURIMAC,GRAU,CHUQUIBAMBILLA,SUR
1002685,DUPLICADO/RIESGO/FRAUDE,07/09/2022 04:19,,08/09/2022 04:19,68,HUANCAVELICA,CASTROVIRREYNA,ARMA,CENTRO
1002686,PENDIENTE,06/10/2022 04:36,09/10/2022 04:36,,,PUNO,LAMPA,VILAVILA,SUR
1002687,DUPLICADO/RIESGO/FRAUDE,04/04/2022 07:01,,07/04/2022 07:01,78,LIMA,YAUYOS,PUTINZA,LIMA
1002688,DUPLICADO/RIESGO/FRAUDE,22/02/2022 20:23,,26/02/2022 20:23,43,AMAZONAS,LUYA,OCALLI,NORTE
1002689,ATENDIDO,04/12/2022 20:18,04/12/2022 20:18,06/12/2022 20:18,,CUSCO,ESPINAR,PICHIGUA,SUR
1002690,PENDIENTE,16/12/2022 03:59,17/12/2022 03:59,,,LIMA,YAUYOS,ALIS,LIMA
1002691,RECHAZADO,19/02/2022 03:42,20/02/2022 03:42,05/03/2022 03:42,40,TACNA,TACNA,PACHIA,SUR
1002692,RECHAZADO,19/11/2022 14:40,20/11/2022 14:40,25/11/2022 14:40,78,AREQUIPA,CAYLLOMA,HUAMBO,SUR
1002693,RECHAZADO,24/04/2022 14:01,24/04/2022 14:01,27/04/2022 14:01,4,HUANCAVELICA,ACOBAMBA,MARCAS,CENTRO
1002694,ATENDIDO,28/12/2022 01:05,28/12/2022 01:05,06/01/2023 01:05,,PUNO,EL COLLAO,SANTA ROSA,SUR
1002695,DUPLICADO/RIESGO/FRAUDE,23/09/2022 15:41,,26/09/2022 15:41,68,LIMA,CAÑETE,IMPERIAL,LIMA
1002696,DUPLICADO/RIESGO/FRAUDE,18/03/2022 04:08,,23/03/2022 04:08,23,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,CENTRO
1002697,PENDIENTE,07/06/2022 22:27,,,,PIURA,MORROPON,SANTO DOMINGO,NORTE
1002698,ATENDIDO,09/07/2022 04:06,09/07/2022 04:06,21/07/2022 04:06,,TACNA,TARATA,TARATA,SUR
1002699,PENDIENTE,10/02/2022 05:05,,,,AYACUCHO,LA MAR,UNION PROGRESO,CENTRO
1002700,ATENDIDO,11/08/2022 23:08,14/08/2022 23:08,19/08/2022 23:08,,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,CENTRO
1002701,RECHAZADO,21/05/2022 21:17,23/05/2022 21:17,01/06/2022 21:17,61,LIMA,HUAURA,PACCHO,LIMA
1002702,DUPLICADO/RIESGO/FRAUDE,10/01/2022 17:36,,14/01/2022 17:36,34,LIMA,HUARAL,HUARAL,LIMA
1002703,RECHAZADO,28/11/2022 08:28,28/11/2022 08:28,02/12/2022 08:28,93,ANCASH,HUARMEY,COCHAPETI,CENTRO
1002704,RECHAZADO,20/02/2022 04:44,20/02/2022 04:44,24/02/2022 04:44,7,PIURA,HUANCABAMBA,HUARMACA,NORTE
1002705,PENDIENTE,30/08/2022 04:00,02/09/2022 04:00,,,JUNIN,CONCEPCION,MARISCAL CASTILLA,CENTRO
1002706,ATENDIDO,11/05/2022 06:44,11/05/2022 06:44,24/05/2022 06:44,,AREQUIPA,CAYLLOMA,HUAMBO,SUR
1002707,PENDIENTE,27/07/2022 19:31,,,,JUNIN,CHUPACA,CHUPACA,CENTRO
1002708,RECHAZADO,07/08/2022 23:25,09/08/2022 23:25,20/08/2022 23:25,64,AMAZONAS,BAGUA,LA PECA,NORTE
1002709,PENDIENTE,19/02/2022 17:21,21/02/2022 17:21,,,CAJAMARCA,SAN IGNACIO,NAMBALLE,NORTE
1002710,ATENDIDO,10/09/2022 03:52,10/09/2022 03:52,18/09/2022 03:52,,PUNO,CARABAYA,MACUSANI,SUR
1002711,ATENDIDO,14/05/2022 05:21,15/05/2022 05:21,29/05/2022 05:21,,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,NORTE
1002712,RECHAZADO,08/12/2022 00:18,09/12/2022 00:18,22/12/2022 00:18,94,APURIMAC,AYMARAES,COLCABAMBA,SUR
1002713,DUPLICADO/RIESGO/FRAUDE,24/08/2022 09:23,,27/08/2022 09:23,67,ANCASH,YUNGAY,YUNGAY,CENTRO
1002714,DUPLICADO/RIESGO/FRAUDE,02/08/2022 05:36,,03/08/2022 05:36,37,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,NORTE
1002715,RECHAZADO,03/10/2022 11:41,03/10/2022 11:41,14/10/2022 11:41,31,AYACUCHO,LUCANAS,LUCANAS,CENTRO
1002716,ATENDIDO,29/07/2022 11:15,01/08/2022 11:15,15/08/2022 11:15,,CAJAMARCA,CONTUMAZA,CONTUMAZA,NORTE
1002717,ATENDIDO,03/01/2022 05:40,04/01/2022 05:40,18/01/2022 05:40,,AREQUIPA,AREQUIPA,YARABAMBA,SUR
1002718,DUPLICADO/RIESGO/FRAUDE,27/06/2022 10:41,,02/07/2022 10:41,2,AYACUCHO,VILCAS HUAMAN,VISCHONGO,CENTRO
1002719,RECHAZADO,31/03/2022 20:11,03/04/2022 20:11,13/04/2022 20:11,64,TUMBES,TUMBES,SAN JACINTO,NORTE
1002720,DUPLICADO/RIESGO/FRAUDE,06/04/2022 09:39,,10/04/2022 09:39,28,AMAZONAS,LUYA,LONGUITA,NORTE
1002721,ATENDIDO,21/07/2022 12:31,23/07/2022 12:31,05/08/2022 12:31,,PASCO,PASCO,SAN FRANCISCO DE ASIS DE YARUSYACAN,CENTRO
1002722,PENDIENTE,03/06/2022 17:39,,,,PUNO,CARABAYA,AYAPATA,SUR
1002723,PENDIENTE,07/07/2022 09:05,10/07/2022 09:05,,,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,NORTE
1002724,PENDIENTE,31/07/2022 23:22,03/08/2022 23:22,,,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,CENTRO
1002725,RECHAZADO,09/11/2022 05:00,09/11/2022 05:00,19/11/2022 05:00,40,AREQUIPA,CARAVELI,CARAVELI,SUR
1002726,ATENDIDO,12/05/2022 23:42,15/05/2022 23:42,25/05/2022 23:42,,TUMBES,ZARUMILLA,MATAPALO,NORTE
1002727,RECHAZADO,22/01/2022 11:41,24/01/2022 11:41,27/01/2022 11:41,7,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,SUR
1002728,ATENDIDO,07/10/2022 04:37,09/10/2022 04:37,16/10/2022 04:37,,CUSCO,LA CONVENCION,OCOBAMBA,SUR
1002729,PENDIENTE,15/01/2022 09:53,15/01/2022 09:53,,,CUSCO,ESPINAR,COPORAQUE,SUR
1002730,DUPLICADO/RIESGO/FRAUDE,18/04/2022 00:18,,20/04/2022 00:18,35,TACNA,TACNA,POCOLLAY,SUR
1002731,RECHAZADO,22/02/2022 04:43,22/02/2022 04:43,28/02/2022 04:43,15,AYACUCHO,LUCANAS,CHIPAO,CENTRO
1002732,ATENDIDO,29/09/2022 14:24,30/09/2022 14:24,13/10/2022 14:24,,ANCASH,HUARAZ,HUANCHAY,CENTRO
1002733,ATENDIDO,18/08/2022 11:10,18/08/2022 11:10,28/08/2022 11:10,,ANCASH,YUNGAY,MANCOS,CENTRO
1002734,DUPLICADO/RIESGO/FRAUDE,29/09/2022 22:58,,02/10/2022 22:58,65,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,CENTRO
1002735,PENDIENTE,29/01/2022 20:55,29/01/2022 20:55,,,CUSCO,LA CONVENCION,MEGANTONI,SUR
1002736,ATENDIDO,30/09/2022 12:52,03/10/2022 12:52,11/10/2022 12:52,,LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,LIMA
1002737,RECHAZADO,02/07/2022 12:41,02/07/2022 12:41,04/07/2022 12:41,77,HUANCAVELICA,ACOBAMBA,ROSARIO,CENTRO
1002738,ATENDIDO,12/03/2022 20:37,14/03/2022 20:37,24/03/2022 20:37,,PUNO,SAN ANTONIO DE PUTINA,PUTINA,SUR
1002739,PENDIENTE,11/01/2022 02:00,12/01/2022 02:00,,,LIMA,BARRANCA,BARRANCA,LIMA
1002740,DUPLICADO/RIESGO/FRAUDE,02/09/2022 21:36,,07/09/2022 21:36,43,PUNO,CARABAYA,AJOYANI,SUR
1002741,DUPLICADO/RIESGO/FRAUDE,02/06/2022 05:12,,04/06/2022 05:12,6,LIMA,HUARAL,CHANCAY,LIMA
1002742,ATENDIDO,20/12/2022 11:36,23/12/2022 11:36,07/01/2023 11:36,,ANCASH,YUNGAY,YUNGAY,CENTRO
1002743,ATENDIDO,17/12/2022 19:29,19/12/2022 19:29,25/12/2022 19:29,,ICA,ICA,SALAS,SUR
1002744,PENDIENTE,10/09/2022 11:46,,,,HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,CENTRO
1002745,DUPLICADO/RIESGO/FRAUDE,28/12/2022 11:15,,29/12/2022 11:15,7,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,NORTE
1002746,DUPLICADO/RIESGO/FRAUDE,21/01/2022 13:48,,25/01/2022 13:48,52,AYACUCHO,LUCANAS,CHAVIÑA,CENTRO
1002747,ATENDIDO,10/03/2022 04:42,10/03/2022 04:42,22/03/2022 04:42,,TUMBES,ZARUMILLA,ZARUMILLA,NORTE
1002748,RECHAZADO,24/10/2022 09:32,24/10/2022 09:32,31/10/2022 09:32,88,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,CENTRO
1002749,DUPLICADO/RIESGO/FRAUDE,03/07/2022 05:03,,04/07/2022 05:03,68,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,NORTE
1002750,DUPLICADO/RIESGO/FRAUDE,17/04/2022 05:08,,19/04/2022 05:08,17,AREQUIPA,ISLAY,COCACHACRA,SUR
1002751,ATENDIDO,28/02/2022 22:35,03/03/2022 22:35,11/03/2022 22:35,,JUNIN,CONCEPCION,MARISCAL CASTILLA,CENTRO
1002752,PENDIENTE,10/08/2022 03:42,11/08/2022 03:42,,,ICA,PISCO,SAN ANDRES,SUR
1002753,RECHAZADO,29/04/2022 18:58,30/04/2022 18:58,02/05/2022 18:58,32,LIMA,HUAURA,CHECRAS,LIMA
1002754,RECHAZADO,11/05/2022 09:27,13/05/2022 09:27,22/05/2022 09:27,67,AREQUIPA,CARAVELI,YAUCA,SUR
1002755,PENDIENTE,04/03/2022 19:16,,,,LIMA,HUAROCHIRI,MARIATANA,LIMA
1002756,ATENDIDO,25/07/2022 03:59,28/07/2022 03:59,30/07/2022 03:59,,PUNO,MELGAR,UMACHIRI,SUR
1002757,PENDIENTE,03/04/2022 01:09,03/04/2022 01:09,,,ICA,CHINCHA,CHINCHA BAJA,SUR
1002758,RECHAZADO,30/04/2022 04:43,30/04/2022 04:43,14/05/2022 04:43,15,HUANUCO,HUANUCO,CHINCHAO,CENTRO
1002759,ATENDIDO,09/09/2022 16:40,09/09/2022 16:40,21/09/2022 16:40,,HUANCAVELICA,CHURCAMPA,LOCROJA,CENTRO
1002760,DUPLICADO/RIESGO/FRAUDE,23/05/2022 14:26,,28/05/2022 14:26,94,ANCASH,CARHUAZ,YUNGAR,CENTRO
1002761,PENDIENTE,17/11/2022 07:09,,,,CUSCO,ACOMAYO,ACOPIA,SUR
1002762,DUPLICADO/RIESGO/FRAUDE,08/10/2022 23:39,,12/10/2022 23:39,84,APURIMAC,CHINCHEROS,OCOBAMBA,SUR
1002763,PENDIENTE,16/02/2022 18:57,,,,HUANCAVELICA,CASTROVIRREYNA,ARMA,CENTRO
1002764,ATENDIDO,18/07/2022 16:45,21/07/2022 16:45,03/08/2022 16:45,,CUSCO,CANCHIS,MARANGANI,SUR
1002765,DUPLICADO/RIESGO/FRAUDE,21/10/2022 01:34,,23/10/2022 01:34,6,LIMA,CANTA,ARAHUAY,LIMA
1002766,ATENDIDO,09/05/2022 19:23,11/05/2022 19:23,26/05/2022 19:23,,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,NORTE
1002767,RECHAZADO,05/01/2022 06:29,06/01/2022 06:29,11/01/2022 06:29,100,CUSCO,LA CONVENCION,SANTA TERESA,SUR
1002768,DUPLICADO/RIESGO/FRAUDE,13/09/2022 10:18,,16/09/2022 10:18,61,AREQUIPA,AREQUIPA,AREQUIPA,SUR
1002769,PENDIENTE,12/01/2022 21:44,13/01/2022 21:44,,,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,CENTRO
1002770,PENDIENTE,21/02/2022 02:55,,,,CUSCO,LA CONVENCION,SANTA ANA,SUR
1002771,RECHAZADO,02/03/2022 04:50,02/03/2022 04:50,16/03/2022 04:50,36,JUNIN,CHANCHAMAYO,SAN RAMON,CENTRO
1002772,RECHAZADO,08/02/2022 23:55,10/02/2022 23:55,23/02/2022 23:55,45,AREQUIPA,AREQUIPA,JACOBO HUNTER,SUR
1002773,DUPLICADO/RIESGO/FRAUDE,07/01/2022 19:23,,12/01/2022 19:23,29,ANCASH,OCROS,CONGAS,CENTRO
1002774,PENDIENTE,13/08/2022 19:09,,,,CUSCO,PAUCARTAMBO,KOSÑIPATA,SUR
1002775,DUPLICADO/RIESGO/FRAUDE,25/04/2022 05:09,,27/04/2022 05:09,64,HUANUCO,HUAMALIES,TANTAMAYO,CENTRO
1002776,DUPLICADO/RIESGO/FRAUDE,01/04/2022 21:57,,02/04/2022 21:57,98,AYACUCHO,LUCANAS,CABANA,CENTRO
1002777,PENDIENTE,27/08/2022 10:58,28/08/2022 10:58,,,LA LIBERTAD,PACASMAYO,SAN JOSE,NORTE
1002778,ATENDIDO,16/05/2022 06:10,18/05/2022 06:10,30/05/2022 06:10,,AMAZONAS,CHACHAPOYAS,BALSAS,NORTE
1002779,DUPLICADO/RIESGO/FRAUDE,20/02/2022 16:44,,21/02/2022 16:44,95,JUNIN,HUANCAYO,CHILCA,CENTRO
