id_medidor,id_suministro,marca_medidor,tecnologia_medidor,numero_serie,fecha_instalacion,fecha_retiro,estado_medidor
2003062,1002699,Itron,AMI,ITR-472XXX,2024-08-03,,ACTIVO
2003063,1002700,Itron,Electrónico,ITR-267XXX,2024-12-18,2024-12-31,RETIRADO
2003064,1002700,Actaris,Electrónico,ACT-359XXX,2024-12-31,2024-12-31,RETIRADO
2003065,1002700,Landis+Gyr,Electrónico,LAN-696XXX,2024-12-31,,ACTIVO
2003066,1002701,Itron,Electrónico,ITR-581XXX,2024-09-25,,ACTIVO
2003067,1002702,Itron,Electrónico,ITR-535XXX,2023-11-08,,ACTIVO
2003068,1002703,Landis+Gyr,AMI,LAN-146XXX,2023-02-07,,ACTIVO
2003069,1002704,Iskra,Electrónico,ISK-661XXX,2021-06-26,,ACTIVO
2003070,1002705,Landis+Gyr,AMI,LAN-272XXX,2024-05-23,,ACTIVO
2003071,1002706,Landis+Gyr,AMI,LAN-159XXX,2024-03-14,2024-11-14,RETIRADO
2003072,1002707,Iskra,AMI,ISK-782XXX,2024-12-07,,ACTIVO
2003073,1002708,Elster,AMI,ELS-147XXX,2023-12-14,2024-12-31,RETIRADO
2003074,1002708,Landis+Gyr,Electrónico,LAN-842XXX,2024-12-31,,ACTIVO
2003075,1002709,Iskra,Electromecánico,ISK-502XXX,2020-03-01,,ACTIVO
2003076,1002710,Itron,AMI,ITR-956XXX,2024-09-02,,ACTIVO
2003077,1002711,Elster,AMI,ELS-379XXX,2023-01-15,,ACTIVO
2003078,1002712,Actaris,AMI,ACT-257XXX,2024-01-10,,ACTIVO
2003079,1002713,Landis+Gyr,Electrónico,LAN-726XXX,2024-12-28,,ACTIVO
2003080,1002714,Itron,Electrónico,ITR-340XXX,2024-05-29,,ACTIVO
2003081,1002715,Elster,AMI,ELS-116XXX,2024-12-30,,ACTIVO
2003082,1002716,Holley,Electrónico,HOL-939XXX,2022-06-05,,ACTIVO
2003083,1002717,Landis+Gyr,Electrónico,LAN-463XXX,2023-11-10,,ACTIVO
2003084,1002718,Landis+Gyr,AMI,LAN-979XXX,2024-06-27,,ACTIVO
2003085,1002719,Elster,Electrónico,ELS-432XXX,2023-03-16,,ACTIVO
2003086,1002720,Actaris,Electrónico,ACT-278XXX,2023-07-07,,ACTIVO
2003087,1002721,Iskra,AMI,ISK-253XXX,2022-05-03,2024-04-29,RETIRADO
2003088,1002721,Actaris,AMI,ACT-259XXX,2024-06-13,2024-12-29,RETIRADO
2003089,1002722,Iskra,Electromecánico,ISK-740XXX,2020-12-08,,ACTIVO
2003090,1002723,Landis+Gyr,AMI,LAN-866XXX,2024-12-21,,ACTIVO
2003091,1002724,Iskra,Electrónico,ISK-492XXX,2024-02-05,,ACTIVO
2003092,1002725,Actaris,Electrónico,ACT-573XXX,2023-11-01,,ACTIVO
2003093,1002726,Iskra,Electrónico,ISK-557XXX,2021-10-16,2024-02-10,RETIRADO
2003094,1002726,Iskra,AMI,ISK-949XXX,2024-11-16,,ACTIVO
2003095,1002727,Landis+Gyr,AMI,LAN-584XXX,2022-07-13,,ACTIVO
2003096,1002728,Itron,AMI,ITR-723XXX,2024-12-28,,ACTIVO
2003097,1002729,Elster,AMI,ELS-491XXX,2024-07-09,,ACTIVO
2003098,1002730,Iskra,AMI,ISK-153XXX,2024-01-30,,ACTIVO
2003099,1002731,Elster,AMI,ELS-180XXX,2024-10-11,,ACTIVO
2003100,1002732,Landis+Gyr,AMI,LAN-868XXX,2024-01-16,2024-12-31,RETIRADO
2003101,1002732,Elster,AMI,ELS-965XXX,2024-12-31,,ACTIVO
2003102,1002733,Iskra,AMI,ISK-964XXX,2024-11-29,,ACTIVO
2003103,1002734,Itron,Electrónico,ITR-652XXX,2024-05-19,,ACTIVO
2003104,1002735,Iskra,Electrónico,ISK-727XXX,2023-12-15,2024-12-31,RETIRADO
2003105,1002735,Itron,AMI,ITR-284XXX,2024-12-31,2024-12-31,RETIRADO
2003106,1002735,Holley,AMI,HOL-837XXX,2024-12-31,,ACTIVO
2003107,1002736,Actaris,AMI,ACT-368XXX,2023-03-19,,ACTIVO
2003108,1002737,Elster,Electromecánico,ELS-307XXX,2024-04-04,,ACTIVO
2003109,1002738,Itron,Electrónico,ITR-297XXX,2024-11-30,,ACTIVO
2003110,1002739,Holley,Electrónico,HOL-435XXX,2024-11-12,,ACTIVO
2003111,1002740,Landis+Gyr,Electromecánico,LAN-269XXX,2022-01-24,,ACTIVO
2003112,1002741,Actaris,AMI,ACT-559XXX,2023-08-18,,ACTIVO
2003113,1002742,Iskra,AMI,ISK-155XXX,2024-09-23,2024-12-31,RETIRADO
2003114,1002742,Landis+Gyr,Electromecánico,LAN-579XXX,2024-12-31,,ACTIVO
2003115,1002743,Iskra,AMI,ISK-598XXX,2021-12-30,,ACTIVO
2003116,1002744,Landis+Gyr,AMI,LAN-821XXX,2024-12-30,,ACTIVO
2003117,1002745,Iskra,Electrónico,ISK-947XXX,2024-10-22,,ACTIVO
2003118,1002746,Actaris,AMI,ACT-675XXX,2024-06-20,,ACTIVO
2003119,1002747,Iskra,Electrónico,ISK-983XXX,2023-03-30,2024-11-20,RETIRADO
2003120,1002747,Iskra,AMI,ISK-562XXX,2024-12-09,,ACTIVO
2003121,1002748,Holley,AMI,HOL-605XXX,2024-11-28,2024-12-31,RETIRADO
2003122,1002748,Holley,Electrónico,HOL-395XXX,2024-12-31,,ACTIVO
2003123,1002749,Iskra,AMI,ISK-202XXX,2023-11-20,,ACTIVO
2003124,1002750,Actaris,Electrónico,ACT-698XXX,2024-12-14,,ACTIVO
2003125,1002751,Holley,AMI,HOL-841XXX,2023-10-03,,ACTIVO
2003126,1002752,Holley,Electrónico,HOL-403XXX,2024-05-06,,ACTIVO
2003127,1002753,Elster,Electrónico,ELS-475XXX,2022-08-26,,ACTIVO
2003128,1002754,Landis+Gyr,AMI,LAN-409XXX,2024-12-26,,ACTIVO
2003129,1002755,Landis+Gyr,Electrónico,LAN-888XXX,2024-12-25,,ACTIVO
2003130,1002756,Itron,Electrónico,ITR-246XXX,2023-07-18,,ACTIVO
2003131,1002757,Holley,Electrónico,HOL-949XXX,2024-12-12,,ACTIVO
2003132,1002758,Elster,AMI,ELS-750XXX,2024-01-31,,ACTIVO
2003133,1002759,Actaris,Electrónico,ACT-391XXX,2024-08-18,,ACTIVO
2003134,1002760,Elster,Electrónico,ELS-448XXX,2024-06-20,,ACTIVO
2003135,1002761,Itron,Electrónico,ITR-897XXX,2023-04-10,,ACTIVO
2003136,1002762,Elster,Electrónico,ELS-562XXX,2024-11-04,,ACTIVO
2003137,1002763,Actaris,Electrónico,ACT-626XXX,2020-05-08,,ACTIVO
2003138,1002764,Actaris,Electrónico,ACT-686XXX,2023-10-15,,ACTIVO
2003139,1002765,Landis+Gyr,Electrónico,LAN-796XXX,2024-05-19,,ACTIVO
2003140,1002766,Actaris,Electrónico,ACT-643XXX,2024-06-29,,ACTIVO
2003141,1002767,Elster,Electromecánico,ELS-883XXX,2022-10-14,,ACTIVO
2003142,1002768,Itron,Electrónico,ITR-455XXX,2023-03-04,,ACTIVO
2003143,1002769,Itron,AMI,ITR-321XXX,2023-09-10,,ACTIVO
2003144,1002770,Actaris,Electrónico,ACT-682XXX,2024-08-06,2024-12-31,RETIRADO
2003145,1002770,Iskra,Electrónico,ISK-163XXX,2024-12-31,,ACTIVO
2003146,1002771,Elster,Electrónico,ELS-790XXX,2024-04-21,,ACTIVO
2003147,1002772,Itron,Electrónico,ITR-557XXX,2023-08-10,2024-12-31,RETIRADO
2003148,1002772,Actaris,Electrónico,ACT-165XXX,2024-12-31,,ACTIVO
2003149,1002773,Elster,AMI,ELS-646XXX,2022-08-25,,ACTIVO
2003150,1002774,Elster,AMI,ELS-553XXX,2024-03-03,,ACTIVO
2003151,1002775,Iskra,Electrónico,ISK-316XXX,2024-07-11,,ACTIVO
2003152,1002776,Landis+Gyr,Electrónico,LAN-122XXX,2021-03-31,,ACTIVO
2003153,1002777,Elster,AMI,ELS-820XXX,2023-01-04,,ACTIVO
2003154,1002778,Itron,AMI,ITR-348XXX,2024-04-15,,ACTIVO
2003155,1002779,Iskra,AMI,ISK-941XXX,2024-11-07,,ACTIVO
2003156,1002780,Landis+Gyr,Electrónico,LAN-678XXX,2024-07-03,,ACTIVO
2003157,1002781,Landis+Gyr,AMI,LAN-543XXX,2023-04-14,,ACTIVO
2003158,1002782,Elster,Electrónico,ELS-867XXX,2023-10-20,,ACTIVO
2003159,1002783,Itron,AMI,ITR-573XXX,2024-03-20,,ACTIVO
2003160,1002784,Itron,Electromecánico,ITR-739XXX,2024-07-29,,ACTIVO
2003161,1002785,Landis+Gyr,AMI,LAN-889XXX,2023-05-24,,ACTIVO
2003162,1002786,Elster,AMI,ELS-312XXX,2024-11-29,,ACTIVO
2003163,1002787,Itron,Electrónico,ITR-865XXX,2024-06-10,,ACTIVO
2003164,1002788,Iskra,Electromecánico,ISK-895XXX,2024-05-16,2024-12-31,RETIRADO
2003165,1002788,Actaris,AMI,ACT-158XXX,2024-12-31,,ACTIVO
2003166,1002789,Itron,Electromecánico,ITR-108XXX,2021-11-01,,ACTIVO
2003167,1002790,Iskra,AMI,ISK-648XXX,2024-04-27,,ACTIVO
2003168,1002791,Actaris,Electrónico,ACT-799XXX,2024-02-06,2024-12-31,RETIRADO
2003169,1002791,Landis+Gyr,Electrónico,LAN-917XXX,2024-12-31,,ACTIVO
2003170,1002792,Actaris,Electrónico,ACT-665XXX,2024-07-02,,ACTIVO
2003171,1002793,Itron,AMI,ITR-508XXX,2024-01-30,,ACTIVO
2003172,1002794,Landis+Gyr,Electrónico,LAN-446XXX,2024-11-16,,ACTIVO
2003173,1002795,Actaris,AMI,ACT-574XXX,2024-12-28,,ACTIVO
2003174,1002796,Holley,AMI,HOL-635XXX,2023-09-06,2024-11-09,RETIRADO
2003175,1002796,Actaris,Electrónico,ACT-597XXX,2024-12-06,2024-12-31,RETIRADO
2003176,1002796,Elster,AMI,ELS-903XXX,2024-12-31,,ACTIVO
2003177,1002797,Actaris,Electrónico,ACT-400XXX,2024-09-18,,ACTIVO
2003178,1002798,Elster,Electrónico,ELS-823XXX,2024-01-14,,ACTIVO
2003179,1002799,Actaris,AMI,ACT-804XXX,2024-03-30,,ACTIVO
2003180,1002800,Itron,AMI,ITR-397XXX,2022-06-26,,ACTIVO
2003181,1002801,Landis+Gyr,AMI,LAN-588XXX,2024-01-28,,ACTIVO
2003182,1002802,Holley,AMI,HOL-501XXX,2024-10-25,2024-12-31,RETIRADO
2003183,1002802,Elster,AMI,ELS-850XXX,2024-12-31,,ACTIVO
2003184,1002803,Landis+Gyr,Electrónico,LAN-436XXX,2024-12-30,2024-12-31,RETIRADO
2003185,1002803,Iskra,Electrónico,ISK-472XXX,2024-12-31,,ACTIVO
2003186,1002804,Iskra,Electrónico,ISK-719XXX,2024-10-04,,ACTIVO
2003187,1002805,Landis+Gyr,AMI,LAN-848XXX,2024-07-09,2024-12-31,RETIRADO
2003188,1002805,Landis+Gyr,AMI,LAN-297XXX,2024-12-31,,ACTIVO
2003189,1002806,Iskra,Electrónico,ISK-781XXX,2024-06-27,2024-12-31,RETIRADO
2003190,1002806,Itron,Electrónico,ITR-339XXX,2024-12-31,,ACTIVO
2003191,1002807,Holley,Electrónico,HOL-897XXX,2023-10-06,,ACTIVO
2003192,1002808,Itron,Electrónico,ITR-624XXX,2024-04-28,,ACTIVO
2003193,1002809,Landis+Gyr,Electrónico,LAN-368XXX,2024-01-01,,ACTIVO
2003194,1002810,Elster,AMI,ELS-393XXX,2023-03-25,,ACTIVO
2003195,1002811,Elster,AMI,ELS-307XXX,2024-01-05,,ACTIVO
2003196,1002812,Holley,AMI,HOL-348XXX,2024-12-10,,ACTIVO
2003197,1002813,Iskra,Electrónico,ISK-978XXX,2024-12-04,,ACTIVO
2003198,1002814,Actaris,AMI,ACT-315XXX,2024-12-30,,ACTIVO
2003199,1002815,Holley,AMI,HOL-477XXX,2024-10-10,,ACTIVO
2003200,1002816,Holley,Electrónico,HOL-239XXX,2023-10-30,,ACTIVO
2003201,1002817,Elster,Electromecánico,ELS-288XXX,2024-09-09,,ACTIVO
2003202,1002818,Elster,Electrónico,ELS-617XXX,2024-09-10,,ACTIVO
2003203,1002819,Actaris,AMI,ACT-973XXX,2023-03-18,,ACTIVO
2003204,1002820,Holley,AMI,HOL-378XXX,2023-08-08,,ACTIVO
2003205,1002821,Iskra,Electrónico,ISK-628XXX,2022-07-23,2024-03-26,RETIRADO
2003206,1002821,Landis+Gyr,AMI,LAN-657XXX,2024-09-02,,ACTIVO
2003207,1002822,Iskra,AMI,ISK-935XXX,2024-11-16,,ACTIVO
2003208,1002823,Elster,AMI,ELS-427XXX,2024-02-13,2024-12-31,RETIRADO
2003209,1002823,Actaris,AMI,ACT-777XXX,2024-12-31,,ACTIVO
2003210,1002824,Elster,Electrónico,ELS-963XXX,2024-09-27,,ACTIVO
2003211,1002825,Iskra,AMI,ISK-766XXX,2021-01-27,2021-11-19,RETIRADO
2003212,1002826,Actaris,Electrónico,ACT-114XXX,2023-10-05,2024-10-12,RETIRADO
2003213,1002827,Holley,Electrónico,HOL-384XXX,2023-12-24,,ACTIVO
2003214,1002828,Landis+Gyr,AMI,LAN-990XXX,2024-06-29,,ACTIVO
2003215,1002829,Landis+Gyr,AMI,LAN-322XXX,2024-12-09,,ACTIVO
2003216,1002830,Holley,AMI,HOL-666XXX,2024-09-01,,ACTIVO
2003217,1002831,Iskra,Electrónico,ISK-503XXX,2024-12-25,,ACTIVO
2003218,1002832,Actaris,Electrónico,ACT-316XXX,2024-09-04,2024-12-31,RETIRADO
2003219,1002832,Holley,AMI,HOL-516XXX,2024-12-31,,ACTIVO
2003220,1002833,Actaris,Electrónico,ACT-134XXX,2024-04-29,,ACTIVO
2003221,1002834,Actaris,AMI,ACT-814XXX,2024-11-01,,ACTIVO
2003222,1002835,Itron,Electrónico,ITR-442XXX,2023-02-24,,ACTIVO
2003223,1002836,Elster,Electrónico,ELS-138XXX,2023-12-26,,ACTIVO
2003224,1002837,Itron,AMI,ITR-967XXX,2024-12-12,,ACTIVO
2003225,1002838,Actaris,AMI,ACT-208XXX,2022-05-05,,ACTIVO
2003226,1002839,Actaris,Electrónico,ACT-535XXX,2024-10-11,,ACTIVO
2003227,1002840,Itron,AMI,ITR-771XXX,2024-09-16,2024-12-31,RETIRADO
2003228,1002840,Elster,Electrónico,ELS-592XXX,2024-12-31,,ACTIVO
2003229,1002841,Landis+Gyr,Electromecánico,LAN-583XXX,2022-12-29,,ACTIVO
2003230,1002842,Actaris,Electrónico,ACT-414XXX,2024-03-09,,ACTIVO
2003231,1002843,Landis+Gyr,Electromecánico,LAN-593XXX,2024-12-27,,ACTIVO
2003232,1002844,Actaris,AMI,ACT-291XXX,2024-04-08,,ACTIVO
2003233,1002845,Itron,AMI,ITR-695XXX,2020-02-05,,ACTIVO
2003234,1002846,Holley,Electrónico,HOL-152XXX,2024-10-05,,ACTIVO
2003235,1002847,Actaris,Electrónico,ACT-685XXX,2024-04-17,2024-12-31,RETIRADO
2003236,1002847,Actaris,Electrónico,ACT-574XXX,2024-12-31,,ACTIVO
2003237,1002848,Landis+Gyr,Electrónico,LAN-942XXX,2023-07-07,,ACTIVO
2003238,1002849,Landis+Gyr,AMI,LAN-323XXX,2023-12-21,,ACTIVO
2003239,1002850,Itron,Electrónico,ITR-520XXX,2024-12-07,,ACTIVO
2003240,1002851,Landis+Gyr,AMI,LAN-716XXX,2022-10-12,,ACTIVO
2003241,1002852,Iskra,AMI,ISK-232XXX,2022-09-19,,ACTIVO
2003242,1002853,Iskra,Electrónico,ISK-967XXX,2020-05-31,,ACTIVO
2003243,1002854,Landis+Gyr,AMI,LAN-614XXX,2024-01-15,,ACTIVO
2003244,1002855,Elster,AMI,ELS-799XXX,2024-06-07,,ACTIVO
2003245,1002856,Landis+Gyr,Electrónico,LAN-319XXX,2024-03-30,2024-12-31,RETIRADO
2003246,1002856,Iskra,AMI,ISK-497XXX,2024-12-31,,ACTIVO
2003247,1002857,Landis+Gyr,Electrónico,LAN-295XXX,2021-04-06,,ACTIVO
2003248,1002858,Iskra,Electrónico,ISK-213XXX,2022-03-05,,ACTIVO
2003249,1002859,Iskra,AMI,ISK-655XXX,2023-06-05,,ACTIVO
2003250,1002860,Holley,AMI,HOL-700XXX,2024-10-21,,ACTIVO
2003251,1002861,Holley,Electrónico,HOL-740XXX,2022-08-05,2024-07-20,RETIRADO
2003252,1002861,Actaris,AMI,ACT-670XXX,2024-11-23,2024-12-31,RETIRADO
2003253,1002861,Iskra,AMI,ISK-573XXX,2024-12-31,,ACTIVO
2003254,1002862,Actaris,Electrónico,ACT-715XXX,2024-12-17,,ACTIVO
2003255,1002863,Itron,Electrónico,ITR-455XXX,2024-08-02,,ACTIVO
2003256,1002864,Actaris,Electrónico,ACT-139XXX,2021-11-05,,ACTIVO
2003257,1002865,Holley,Electrónico,HOL-790XXX,2021-02-05,,ACTIVO
2003258,1002866,Actaris,Electromecánico,ACT-151XXX,2024-12-15,,ACTIVO
2003259,1002867,Landis+Gyr,AMI,LAN-134XXX,2024-06-03,,ACTIVO
2003260,1002868,Landis+Gyr,AMI,LAN-543XXX,2024-12-04,,ACTIVO
2003261,1002869,Itron,Electrónico,ITR-701XXX,2023-06-20,,ACTIVO
2003262,1002870,Itron,Electrónico,ITR-452XXX,2023-10-12,2024-12-31,RETIRADO
2003263,1002870,Elster,Electrónico,ELS-725XXX,2024-12-31,,ACTIVO
2003264,1002871,Elster,Electrónico,ELS-194XXX,2023-09-02,,ACTIVO
2003265,1002872,Elster,AMI,ELS-312XXX,2024-09-13,,ACTIVO
2003266,1002873,Elster,AMI,ELS-107XXX,2024-01-08,,ACTIVO
2003267,1002874,Holley,Electrónico,HOL-483XXX,2024-12-20,,ACTIVO
2003268,1002875,Holley,AMI,HOL-265XXX,2024-09-23,2024-12-31,RETIRADO
2003269,1002875,Landis+Gyr,AMI,LAN-519XXX,2024-12-31,2024-12-31,RETIRADO
2003270,1002875,Actaris,AMI,ACT-449XXX,2024-12-31,,ACTIVO
2003271,1002876,Landis+Gyr,Electrónico,LAN-666XXX,2024-07-21,,ACTIVO
2003272,1002877,Itron,AMI,ITR-360XXX,2024-06-17,,ACTIVO
2003273,1002878,Iskra,Electrónico,ISK-358XXX,2024-12-16,2024-12-31,RETIRADO
2003274,1002878,Actaris,Electrónico,ACT-860XXX,2024-12-31,,ACTIVO
2003275,1002879,Itron,AMI,ITR-280XXX,2024-05-15,,ACTIVO
2003276,1002880,Actaris,AMI,ACT-300XXX,2024-04-03,,ACTIVO
2003277,1002881,Iskra,AMI,ISK-313XXX,2024-08-23,,ACTIVO
2003278,1002882,Actaris,Electrónico,ACT-800XXX,2023-05-02,,ACTIVO
2003279,1002883,Actaris,Electromecánico,ACT-749XXX,2024-07-20,,ACTIVO
2003280,1002884,Iskra,AMI,ISK-397XXX,2024-05-14,2024-12-24,RETIRADO
2003281,1002885,Holley,AMI,HOL-724XXX,2022-04-07,,ACTIVO
2003282,1002886,Holley,AMI,HOL-191XXX,2024-10-29,,ACTIVO
2003283,1002887,Iskra,Electrónico,ISK-829XXX,2024-11-05,,ACTIVO
2003284,1002888,Itron,AMI,ITR-857XXX,2024-06-23,,ACTIVO
2003285,1002889,Holley,AMI,HOL-375XXX,2024-09-10,,ACTIVO
2003286,1002890,Landis+Gyr,AMI,LAN-516XXX,2023-05-25,2024-12-31,RETIRADO
2003287,1002890,Iskra,AMI,ISK-361XXX,2024-12-31,2024-12-31,RETIRADO
2003288,1002890,Landis+Gyr,AMI,LAN-697XXX,2024-12-31,,ACTIVO
2003289,1002891,Itron,Electrónico,ITR-749XXX,2024-06-29,2024-12-26,RETIRADO
2003290,1002892,Holley,Electrónico,HOL-299XXX,2024-11-10,,ACTIVO
2003291,1002893,Actaris,AMI,ACT-191XXX,2023-08-13,,ACTIVO
2003292,1002894,Elster,AMI,ELS-206XXX,2024-06-25,,ACTIVO
2003293,1002895,Elster,AMI,ELS-803XXX,2023-12-16,,ACTIVO
2003294,1002896,Elster,AMI,ELS-466XXX,2024-10-26,2024-12-31,RETIRADO
2003295,1002896,Itron,Electrónico,ITR-550XXX,2024-12-31,,ACTIVO
2003296,1002897,Actaris,AMI,ACT-421XXX,2023-12-04,2024-08-06,RETIRADO
2003297,1002898,Itron,Electrónico,ITR-598XXX,2024-12-17,,ACTIVO
2003298,1002899,Holley,Electromecánico,HOL-905XXX,2024-01-19,,ACTIVO
2003299,1002900,Elster,Electromecánico,ELS-426XXX,2021-07-18,2023-02-08,RETIRADO
2003300,1002901,Actaris,Electrónico,ACT-638XXX,2024-07-22,,ACTIVO
2003301,1002902,Itron,AMI,ITR-768XXX,2024-07-11,,ACTIVO
2003302,1002903,Iskra,Electrónico,ISK-966XXX,2021-07-13,,ACTIVO
2003303,1002904,Itron,Electrónico,ITR-337XXX,2023-12-25,2024-12-31,RETIRADO
2003304,1002904,Elster,Electrónico,ELS-426XXX,2024-12-31,,ACTIVO
2003305,1002905,Iskra,Electromecánico,ISK-329XXX,2024-12-09,,ACTIVO
2003306,1002906,Landis+Gyr,Electromecánico,LAN-429XXX,2024-11-27,,ACTIVO
2003307,1002907,Holley,AMI,HOL-474XXX,2023-11-17,,ACTIVO
2003308,1002908,Elster,AMI,ELS-780XXX,2024-05-03,,ACTIVO
2003309,1002909,Itron,Electromecánico,ITR-734XXX,2024-04-21,,ACTIVO
2003310,1002910,Elster,Electrónico,ELS-328XXX,2022-10-23,2024-04-08,RETIRADO
2003311,1002911,Itron,AMI,ITR-694XXX,2024-09-25,,ACTIVO
2003312,1002912,Holley,Electrónico,HOL-486XXX,2023-11-11,2024-12-31,RETIRADO
2003313,1002912,Itron,AMI,ITR-680XXX,2024-12-31,,ACTIVO
2003314,1002913,Itron,Electrónico,ITR-960XXX,2024-09-10,,ACTIVO
2003315,1002914,Itron,AMI,ITR-573XXX,2023-12-16,,ACTIVO
2003316,1002915,Iskra,AMI,ISK-125XXX,2022-06-15,,ACTIVO
2003317,1002916,Landis+Gyr,Electromecánico,LAN-611XXX,2024-12-05,,ACTIVO
2003318,1002917,Itron,AMI,ITR-931XXX,2024-12-05,2024-12-31,RETIRADO
2003319,1002917,Landis+Gyr,Electrónico,LAN-897XXX,2024-12-31,2024-12-31,RETIRADO
2003320,1002917,Itron,Electromecánico,ITR-623XXX,2024-12-31,,ACTIVO
2003321,1002918,Landis+Gyr,AMI,LAN-103XXX,2023-08-05,,ACTIVO
2003322,1002919,Landis+Gyr,Electrónico,LAN-347XXX,2021-08-05,2023-12-08,RETIRADO
2003323,1002920,Holley,AMI,HOL-911XXX,2023-05-27,,ACTIVO
2003324,1002921,Actaris,AMI,ACT-611XXX,2023-05-12,,ACTIVO
2003325,1002922,Iskra,Electrónico,ISK-488XXX,2023-12-26,,ACTIVO
2003326,1002923,Elster,Electrónico,ELS-343XXX,2024-05-10,2024-12-31,RETIRADO
2003327,1002923,Landis+Gyr,Electrónico,LAN-437XXX,2024-12-31,,ACTIVO
2003328,1002924,Actaris,AMI,ACT-480XXX,2022-02-19,,ACTIVO
2003329,1002925,Actaris,AMI,ACT-369XXX,2023-11-02,,ACTIVO
2003330,1002926,Itron,Electromecánico,ITR-920XXX,2023-08-29,,ACTIVO
2003331,1002927,Elster,Electrónico,ELS-306XXX,2024-12-30,,ACTIVO
2003332,1002928,Itron,Electrónico,ITR-693XXX,2024-12-21,,ACTIVO
2003333,1002929,Actaris,Electrónico,ACT-232XXX,2023-01-25,,ACTIVO
2003334,1002930,Iskra,Electrónico,ISK-605XXX,2024-12-10,,ACTIVO
2003335,1002931,Actaris,Electrónico,ACT-476XXX,2023-12-03,,ACTIVO
2003336,1002932,Itron,AMI,ITR-893XXX,2024-02-21,,ACTIVO
2003337,1002933,Elster,Electrónico,ELS-980XXX,2024-01-15,,ACTIVO
2003338,1002934,Elster,Electrónico,ELS-621XXX,2024-07-16,,ACTIVO
2003339,1002935,Itron,AMI,ITR-528XXX,2024-07-03,,ACTIVO
2003340,1002936,Iskra,AMI,ISK-677XXX,2023-07-06,,ACTIVO
2003341,1002937,Holley,AMI,HOL-494XXX,2024-10-12,2024-12-31,RETIRADO
2003342,1002937,Holley,AMI,HOL-629XXX,2024-12-31,2024-12-31,RETIRADO
2003343,1002937,Actaris,AMI,ACT-261XXX,2024-12-31,,ACTIVO
2003344,1002938,Actaris,AMI,ACT-489XXX,2024-01-21,,ACTIVO
2003345,1002939,Itron,Electrónico,ITR-544XXX,2023-12-11,,ACTIVO
2003346,1002940,Elster,AMI,ELS-118XXX,2024-10-05,2024-12-31,RETIRADO
2003347,1002940,Itron,Electrónico,ITR-633XXX,2024-12-31,,ACTIVO
2003348,1002941,Actaris,AMI,ACT-918XXX,2023-08-22,,ACTIVO
2003349,1002942,Actaris,Electromecánico,ACT-677XXX,2024-11-22,,ACTIVO
2003350,1002943,Itron,AMI,ITR-715XXX,2024-08-25,,ACTIVO
2003351,1002944,Landis+Gyr,Electrónico,LAN-512XXX,2024-12-09,,ACTIVO
2003352,1002945,Elster,Electrónico,ELS-760XXX,2024-10-21,,ACTIVO
2003353,1002946,Landis+Gyr,AMI,LAN-469XXX,2024-12-22,,ACTIVO
2003354,1002947,Holley,Electrónico,HOL-246XXX,2024-05-07,,ACTIVO
2003355,1002948,Actaris,Electrónico,ACT-195XXX,2023-11-13,,ACTIVO
2003356,1002949,Landis+Gyr,Electrónico,LAN-620XXX,2023-08-12,,ACTIVO
2003357,1002950,Iskra,AMI,ISK-593XXX,2024-11-12,,ACTIVO
2003358,1002951,Landis+Gyr,Electrónico,LAN-220XXX,2024-11-10,,ACTIVO
2003359,1002952,Landis+Gyr,AMI,LAN-498XXX,2024-01-11,,ACTIVO
2003360,1002953,Landis+Gyr,Electrónico,LAN-419XXX,2024-09-05,,ACTIVO
2003361,1002954,Holley,Electrónico,HOL-698XXX,2024-09-26,2024-12-31,RETIRADO
2003362,1002954,Actaris,Electrónico,ACT-158XXX,2024-12-31,2024-12-31,RETIRADO
2003363,1002954,Actaris,Electrónico,ACT-811XXX,2024-12-31,,ACTIVO
2003364,1002955,Actaris,AMI,ACT-268XXX,2020-06-19,,ACTIVO
2003365,1002956,Landis+Gyr,AMI,LAN-810XXX,2024-06-13,,ACTIVO
2003366,1002957,Holley,AMI,HOL-982XXX,2024-12-06,,ACTIVO
2003367,1002958,Landis+Gyr,Electrónico,LAN-408XXX,2024-06-28,2024-12-31,RETIRADO
2003368,1002958,Holley,Electrónico,HOL-538XXX,2024-12-31,,ACTIVO
2003369,1002959,Iskra,Electrónico,ISK-945XXX,2023-12-20,2024-12-31,RETIRADO
2003370,1002959,Landis+Gyr,AMI,LAN-531XXX,2024-12-31,,ACTIVO
2003371,1002960,Actaris,Electrónico,ACT-730XXX,2022-01-13,,ACTIVO
2003372,1002961,Landis+Gyr,AMI,LAN-474XXX,2022-05-29,,ACTIVO
2003373,1002962,Itron,AMI,ITR-281XXX,2024-07-11,,ACTIVO
2003374,1002963,Itron,Electrónico,ITR-923XXX,2024-11-10,,ACTIVO
2003375,1002964,Actaris,Electrónico,ACT-452XXX,2024-12-10,,ACTIVO
2003376,1002965,Elster,AMI,ELS-472XXX,2022-02-19,,ACTIVO
2003377,1002966,Elster,Electrónico,ELS-711XXX,2024-09-04,,ACTIVO
2003378,1002967,Holley,Electrónico,HOL-296XXX,2024-10-16,,ACTIVO
2003379,1002968,Actaris,AMI,ACT-730XXX,2024-10-26,,ACTIVO
2003380,1002969,Elster,AMI,ELS-737XXX,2024-05-28,,ACTIVO
2003381,1002970,Elster,Electrónico,ELS-866XXX,2023-07-11,,ACTIVO
