"FECHA","TCODICLIE","PRENDAS"
"31/07/2024","234","14316"
"31/07/2024","266","4809"
"31/07/2024","4003","1834"
"01/08/2024","2","7204"
"01/08/2024","4003","383"
"01/08/2024","1","1095"
"01/08/2024","1504","2392"
"01/08/2024","266","3651"
"01/08/2024","234","11691"
"02/08/2024","4003","117"
"02/08/2024","1504","1956"
"02/08/2024","266","3400"
"02/08/2024","234","1045"
"02/08/2024","2","6557"
"02/08/2024","1","1037"
"03/08/2024","4003","5"
"03/08/2024","1","504"
"03/08/2024","1504","3254"
"03/08/2024","6","376"
"03/08/2024","2","6015"
"03/08/2024","234","4566"
"03/08/2024","266","2310"
"04/08/2024","1","299"
"04/08/2024","1504","182"
"04/08/2024","2","1520"
"05/08/2024","1504","3129"
"05/08/2024","6","374"
"05/08/2024","2","6218"
"05/08/2024","266","3478"
"05/08/2024","234","8772"
"05/08/2024","1","795"
"06/08/2024","2","6243"
"06/08/2024","1504","2276"
"06/08/2024","1","355"
"06/08/2024","4003","347"
"06/08/2024","234","11410"
"06/08/2024","266","1954"
"07/08/2024","1504","2479"
"07/08/2024","4003","409"
"07/08/2024","266","3088"
"07/08/2024","2","8930"
"07/08/2024","1","786"
"07/08/2024","234","8378"
"08/08/2024","266","3785"
"08/08/2024","1","1440"
"08/08/2024","234","10613"
"08/08/2024","6","320"
"08/08/2024","1504","996"
"08/08/2024","4003","437"
"08/08/2024","2","10842"
"09/08/2024","1","471"
"09/08/2024","234","10800"
"09/08/2024","2","8740"
"09/08/2024","266","4804"
"09/08/2024","1504","1543"
"09/08/2024","4003","541"
"10/08/2024","4003","420"
"10/08/2024","1","335"
"10/08/2024","266","2277"
"10/08/2024","2","6426"
"10/08/2024","234","10631"
"10/08/2024","1504","2329"
"11/08/2024","2","892"
"11/08/2024","4003","690"
"11/08/2024","234","274"
"11/08/2024","1504","200"
"12/08/2024","234","7709"
"12/08/2024","2","4014"
"12/08/2024","1504","2480"
"12/08/2024","1","733"
"12/08/2024","266","2653"
"12/08/2024","4003","204"
"13/08/2024","234","8403"
"13/08/2024","1","3348"
"13/08/2024","2","4911"
"13/08/2024","266","6626"
"13/08/2024","1504","3316"
"13/08/2024","4003","353"
"14/08/2024","1504","3234"
"14/08/2024","234","9701"
"14/08/2024","266","3859"
"14/08/2024","2","6428"
"14/08/2024","1","2421"
"14/08/2024","4003","271"
"15/08/2024","1504","2802"
"15/08/2024","1","2991"
"15/08/2024","234","13065"
"15/08/2024","266","2021"
"15/08/2024","4003","341"
"15/08/2024","2","7320"
"16/08/2024","234","12695"
"16/08/2024","1","2019"
"16/08/2024","1504","2945"
"16/08/2024","266","2965"
"16/08/2024","4003","4"
"16/08/2024","2","9970"
"17/08/2024","266","3460"
"17/08/2024","2","6870"
"17/08/2024","4003","337"
"17/08/2024","1","2362"
"17/08/2024","1504","2595"
"17/08/2024","234","16272"
"18/08/2024","2","571"
"18/08/2024","234","3748"
"19/08/2024","1504","1576"
"19/08/2024","2","6366"
"19/08/2024","1","1090"
"19/08/2024","234","7081"
"19/08/2024","266","2378"
"20/08/2024","2","8814"
"20/08/2024","266","3027"
"20/08/2024","1504","3168"
"20/08/2024","1","2323"
"20/08/2024","234","7332"
"20/08/2024","6","697"
"21/08/2024","1504","1238"
"21/08/2024","266","4321"
"21/08/2024","234","7598"
"21/08/2024","2","7616"
"21/08/2024","1","2065"
"22/08/2024","2","8074"
"22/08/2024","1504","2887"
"22/08/2024","6","630"
"22/08/2024","266","3701"
"22/08/2024","1","1753"
"22/08/2024","234","9756"
"22/08/2024","4003","133"
"23/08/2024","266","4267"
"23/08/2024","4003","92"
"23/08/2024","6","380"
"23/08/2024","2","9050"
"23/08/2024","1","2415"
"23/08/2024","234","8319"
"23/08/2024","1504","3040"
"24/08/2024","1504","2141"
"24/08/2024","1","2057"
"24/08/2024","2","7134"
"24/08/2024","266","6302"
"24/08/2024","234","10504"
"24/08/2024","4003","105"
"25/08/2024","266","1733"
"25/08/2024","2","993"
"25/08/2024","234","1990"
"25/08/2024","1","937"
"26/08/2024","1","2296"
"26/08/2024","234","2651"
"26/08/2024","266","2344"
"26/08/2024","1504","4096"
"26/08/2024","2","8046"
"26/08/2024","4003","162"
"27/08/2024","266","5230"
"27/08/2024","1504","8459"
"27/08/2024","4003","142"
"27/08/2024","1","1538"
"27/08/2024","234","7093"
"27/08/2024","2","8623"
"28/08/2024","2","7572"
"28/08/2024","266","3561"
"28/08/2024","1504","13044"
"28/08/2024","4003","522"
"28/08/2024","234","8900"
"28/08/2024","1","1162"
"29/08/2024","4003","278"
"29/08/2024","266","3809"
"29/08/2024","2","7836"
"29/08/2024","1","748"
"29/08/2024","1504","7245"
"29/08/2024","234","7974"
"30/08/2024","234","7145"
"30/08/2024","1","1179"
"30/08/2024","1504","9706"
"30/08/2024","4003","1096"
"30/08/2024","266","3483"
"30/08/2024","2","9152"
"31/08/2024","1","754"
"31/08/2024","2","2730"
"31/08/2024","266","1"
"31/08/2024","1504","3852"
"31/08/2024","234","916"
"01/09/2024","1504","1350"
"01/09/2024","2","841"
"02/09/2024","1","464"
"02/09/2024","4003","14"
"02/09/2024","234","1969"
"02/09/2024","1504","1600"
"02/09/2024","266","2220"
"02/09/2024","2","4036"
"03/09/2024","4003","3"
"03/09/2024","234","4252"
"03/09/2024","6","385"
"03/09/2024","2","6513"
"03/09/2024","266","3503"
"03/09/2024","1","1336"
"03/09/2024","1504","3950"
"03/09/2024","2023","739"
"04/09/2024","2023","232"
"04/09/2024","1504","6510"
"04/09/2024","234","4772"
"04/09/2024","2","7472"
"04/09/2024","1","337"
"04/09/2024","4003","48"
"04/09/2024","266","3845"
"05/09/2024","4003","306"
"05/09/2024","2023","421"
"05/09/2024","266","4072"
"05/09/2024","1","124"
"05/09/2024","1504","5495"
"05/09/2024","2","6440"
"05/09/2024","234","5154"
"06/09/2024","1504","4246"
"06/09/2024","234","3693"
"06/09/2024","2","8385"
"06/09/2024","4003","65"
"06/09/2024","2023","1184"
"06/09/2024","266","2914"
"06/09/2024","1","54"
"07/09/2024","1504","5086"
"07/09/2024","2","6987"
"07/09/2024","4003","5"
"07/09/2024","266","3124"
"07/09/2024","1","408"
"07/09/2024","2023","298"
"07/09/2024","234","4043"
"08/09/2024","1504","2328"
"08/09/2024","2","75"
"08/09/2024","266","108"
"09/09/2024","1","515"
"09/09/2024","266","2463"
"09/09/2024","1504","4766"
"09/09/2024","234","2373"
"09/09/2024","2","4862"
"09/09/2024","2023","776"
"10/09/2024","266","3995"
"10/09/2024","1504","6184"
"10/09/2024","234","2028"
"10/09/2024","1","379"
"10/09/2024","2023","882"
"10/09/2024","2","7520"
"11/09/2024","1504","3635"
"11/09/2024","234","3819"
"11/09/2024","2023","953"
"11/09/2024","4003","66"
"11/09/2024","1","653"
"11/09/2024","266","3311"
"11/09/2024","2","6448"
"11/09/2024","6","537"
"12/09/2024","234","2209"
"12/09/2024","1504","5426"
"12/09/2024","266","4666"
"12/09/2024","2023","397"
"12/09/2024","2","9009"
"12/09/2024","1","1069"
"12/09/2024","4003","2"
"13/09/2024","2023","853"
"13/09/2024","4003","4"
"13/09/2024","1504","3984"
"13/09/2024","234","2257"
"13/09/2024","266","4307"
"13/09/2024","1","221"
"13/09/2024","9","16"
"13/09/2024","2","7420"
"14/09/2024","234","1306"
"14/09/2024","1504","3326"
"14/09/2024","1","344"
"14/09/2024","2","6258"
"14/09/2024","2023","278"
"14/09/2024","266","5115"
"15/09/2024","2","1184"
"15/09/2024","1504","265"
"15/09/2024","266","155"
"16/09/2024","1","257"
"16/09/2024","1504","2670"
"16/09/2024","2","996"
"16/09/2024","2023","83"
"16/09/2024","234","2025"
"16/09/2024","9","1"
"16/09/2024","266","2972"
"17/09/2024","2","5222"
"17/09/2024","22","1"
"17/09/2024","1504","4682"
"17/09/2024","1","313"
"17/09/2024","266","11094"
"17/09/2024","234","8021"
"17/09/2024","2023","1907"
"18/09/2024","1504","5630"
"18/09/2024","2023","2837"
"18/09/2024","266","8023"
"18/09/2024","2","3100"
"18/09/2024","1","587"
"18/09/2024","234","3761"
"19/09/2024","2023","1694"
"19/09/2024","1504","3715"
"19/09/2024","234","3866"
"19/09/2024","2","5493"
"19/09/2024","266","7321"
"19/09/2024","1","639"
"20/09/2024","2","6551"
"20/09/2024","266","9784"
"20/09/2024","1504","3675"
"20/09/2024","2023","1034"
"20/09/2024","234","4596"
"20/09/2024","1","166"
"21/09/2024","4003","28"
"21/09/2024","2023","1192"
"21/09/2024","1504","8721"
"21/09/2024","2","6288"
"21/09/2024","234","3465"
"21/09/2024","266","9188"
"22/09/2024","2","771"
"22/09/2024","1504","1316"
"22/09/2024","266","222"
"22/09/2024","234","1010"
"22/09/2024","2023","238"
"23/09/2024","1504","5823"
"23/09/2024","266","5447"
"23/09/2024","2","3909"
"23/09/2024","2023","491"
"23/09/2024","234","4309"
"23/09/2024","1","279"
"24/09/2024","2","4881"
"24/09/2024","234","5596"
"24/09/2024","266","10664"
"24/09/2024","4003","134"
"24/09/2024","2023","1010"
"24/09/2024","1504","3818"
"24/09/2024","1","118"
"25/09/2024","4003","201"
"25/09/2024","266","10914"
"25/09/2024","234","6443"
"25/09/2024","1","31"
"25/09/2024","2","3899"
"25/09/2024","2023","1409"
"25/09/2024","1504","4880"
"26/09/2024","1504","7015"
"26/09/2024","4003","234"
"26/09/2024","2","4178"
"26/09/2024","234","3802"
"26/09/2024","2023","1238"
"26/09/2024","266","7253"
"27/09/2024","1504","9755"
"27/09/2024","1","168"
"27/09/2024","266","8271"
"27/09/2024","2023","1535"
"27/09/2024","234","4494"
"27/09/2024","2","4759"
"27/09/2024","4003","195"
"28/09/2024","1","90"
"28/09/2024","2","5782"
"28/09/2024","2023","1799"
"28/09/2024","266","10372"
"28/09/2024","234","4642"
"28/09/2024","4003","348"
"28/09/2024","1504","7907"
"29/09/2024","1504","2551"
"29/09/2024","234","1557"
"29/09/2024","2","1511"
"29/09/2024","4003","204"
"29/09/2024","1","157"
"29/09/2024","2023","1749"
"29/09/2024","266","2975"
"30/09/2024","1504","1920"
"30/09/2024","234","3653"
"30/09/2024","266","7398"
"30/09/2024","2","6458"
"30/09/2024","2023","1457"
"30/09/2024","1","262"
"1/10/2024","4003","17"
"1/10/2024","1504","3459"
"1/10/2024","2023","1994"
"1/10/2024","234","4821"
"1/10/2024","1","96"
"1/10/2024","2","4852"
"1/10/2024","266","7577"
"2/10/2024","234","4184"
"2/10/2024","2","4824"
"2/10/2024","1504","4094"
"2/10/2024","1","1293"
"2/10/2024","266","9722"
"2/10/2024","2023","1411"
"2/10/2024","4003","303"
"3/10/2024","266","8514"
"3/10/2024","1504","2821"
"3/10/2024","4003","250"
"3/10/2024","234","4418"
"3/10/2024","2","4868"
"3/10/2024","2023","831"
"3/10/2024","1","1091"
"4/10/2024","266","7710"
"4/10/2024","2","4448"
"4/10/2024","234","3965"
"4/10/2024","1","1992"
"4/10/2024","1504","4843"
"4/10/2024","4003","231"
"4/10/2024","2023","679"
"5/10/2024","2","5766"
"5/10/2024","4003","205"
"5/10/2024","1","1212"
"5/10/2024","2023","1049"
"5/10/2024","266","5765"
"5/10/2024","1504","1608"
"5/10/2024","234","5946"
"6/10/2024","4003","26"
"6/10/2024","2023","753"
"6/10/2024","1","48"
"6/10/2024","1504","44"
"6/10/2024","2","740"
"6/10/2024","234","341"
"7/10/2024","4003","36"
"7/10/2024","234","3758"
"7/10/2024","266","8221"
"7/10/2024","2023","1022"
"7/10/2024","1","873"
"7/10/2024","1504","3401"
"7/10/2024","2","3387"
"8/10/2024","266","48"
"8/10/2024","1","269"
"8/10/2024","1504","1082"
"8/10/2024","2","437"
"8/10/2024","4003","87"
"8/10/2024","234","652"
"8/10/2024","2023","530"
"9/10/2024","1504","1775"
"9/10/2024","1","1556"
"9/10/2024","4003","154"
"9/10/2024","234","4507"
"9/10/2024","2023","1200"
"9/10/2024","2","4294"
"9/10/2024","266","7589"
"10/10/2024","1","886"
"10/10/2024","2","5853"
"10/10/2024","2023","137"
"10/10/2024","266","6082"
"10/10/2024","4003","232"
"10/10/2024","234","6103"
"10/10/2024","1504","3315"
"11/10/2024","1","414"
"11/10/2024","2","1222"
"11/10/2024","4003","37"
"11/10/2024","2023","32"
"11/10/2024","1504","538"
"11/10/2024","266","755"
"11/10/2024","234","1314"
