"FECHA","LINEA","EFICIENCIA"
"14/02/2024","48","104.78"
"14/02/2024","60","105.08"
"14/02/2024","61","108.03"
"14/02/2024","65","91.28"
"14/02/2024","70","101.78"
"14/02/2024","71","107.76"
"15/02/2024","2","87.48"
"15/02/2024","3","93.06"
"15/02/2024","4","105.3"
"15/02/2024","6","112.57"
"15/02/2024","7","97.43"
"15/02/2024","8","84.43"
"15/02/2024","10","87.39"
"15/02/2024","11","95.15"
"15/02/2024","12","98.69"
"15/02/2024","13","81.15"
"15/02/2024","18","79.03"
"15/02/2024","19","102.18"
"15/02/2024","20","95.03"
"15/02/2024","28","90.18"
"15/02/2024","34","109.55"
"15/02/2024","35","127.31"
"15/02/2024","36","108.68"
"15/02/2024","37","75.79"
"15/02/2024","39","87.89"
"15/02/2024","40","87.78"
"15/02/2024","41","77.1"
"15/02/2024","48","96.2"
"15/02/2024","60","117.33"
"15/02/2024","61","90.5"
"15/02/2024","65","89.01"
"15/02/2024","70","102.06"
"15/02/2024","71","95.94"
"16/02/2024","2","94.02"
"16/02/2024","3","98"
"16/02/2024","4","100.07"
"16/02/2024","6","113.36"
"16/02/2024","7","89.68"
"16/02/2024","8","88.89"
"16/02/2024","10","99.12"
"16/02/2024","11","78.48"
"16/02/2024","12","107.3"
"16/02/2024","13","80.08"
"16/02/2024","18","69.1"
"16/02/2024","19","99.84"
"16/02/2024","20","85.61"
"16/02/2024","28","82.76"
"16/02/2024","34","96.93"
"16/02/2024","35","115.48"
"16/02/2024","36","107.65"
"16/02/2024","37","68.48"
"16/02/2024","39","83.6"
"16/02/2024","40","94.73"
"16/02/2024","41","76.63"
"16/02/2024","48","96.16"
"16/02/2024","60","103.36"
"16/02/2024","61","106.72"
"16/02/2024","65","74.2"
"16/02/2024","70","100.68"
"16/02/2024","71","101.53"
"17/02/2024","2","82.75"
"17/02/2024","3","79.94"
"17/02/2024","4","88.24"
"17/02/2024","6","96.44"
"17/02/2024","7","109.99"
"17/02/2024","8","79.43"
"17/02/2024","10","91.67"
"17/02/2024","11","85.09"
"17/02/2024","12","108.07"
"17/02/2024","13","68.42"
"17/02/2024","18","60.7"
"17/02/2024","19","95.09"
"17/02/2024","20","90.89"
"17/02/2024","28","84.92"
"17/02/2024","34","94.84"
"17/02/2024","35","107.17"
"17/02/2024","36","119.55"
"17/02/2024","37","81.95"
"17/02/2024","39","85.79"
"17/02/2024","40","77.74"
"17/02/2024","41","72.87"
"17/02/2024","48","93.14"
"17/02/2024","60","114.9"
"17/02/2024","61","101.09"
"17/02/2024","65","88.24"
"17/02/2024","70","104.38"
"17/02/2024","71","90.47"
"19/02/2024","2","116.6"
"19/02/2024","3","79.75"
"19/02/2024","4","106.3"
"19/02/2024","6","103.87"
"19/02/2024","7","121"
"19/02/2024","8","80.78"
"19/02/2024","10","95.94"
"19/02/2024","11","87.85"
"19/02/2024","12","128.55"
"19/02/2024","13","85.85"
"19/02/2024","18","82.16"
"19/02/2024","19","106.97"
"19/02/2024","20","95.88"
"19/02/2024","28","91.71"
"19/02/2024","34","99.35"
"19/02/2024","35","121.15"
"19/02/2024","36","106.87"
"19/02/2024","37","78.31"
"19/02/2024","39","84.43"
"19/02/2024","40","95.32"
"19/02/2024","41","86.24"
"19/02/2024","48","102.05"
"19/02/2024","60","106.69"
"19/02/2024","61","88.14"
"19/02/2024","65","82.69"
"19/02/2024","70","107.2"
"19/02/2024","71","96.2"
"20/02/2024","2","108.85"
"20/02/2024","3","89.22"
"20/02/2024","4","108.53"
"20/02/2024","6","119.08"
"20/02/2024","7","122.38"
"20/02/2024","8","90.81"
"20/02/2024","10","90.82"
"20/02/2024","11","99.62"
"20/02/2024","12","112.72"
"20/02/2024","13","88.88"
"20/02/2024","18","72.82"
"20/02/2024","19","91.29"
"20/02/2024","20","99.23"
"20/02/2024","28","90.39"
"20/02/2024","34","107.73"
"20/02/2024","35","109.8"
"20/02/2024","36","107.19"
"20/02/2024","37","69.84"
"20/02/2024","39","86.86"
"20/02/2024","40","101.77"
"20/02/2024","41","80.6"
"20/02/2024","48","100.84"
"20/02/2024","60","101"
"20/02/2024","61","99.89"
"20/02/2024","65","88.47"
"20/02/2024","70","89.76"
"20/02/2024","71","90.8"
"21/02/2024","2","114.91"
"21/02/2024","3","77.84"
"21/02/2024","4","113.31"
"21/02/2024","6","115.08"
"21/02/2024","7","120.45"
"21/02/2024","8","101.03"
"21/02/2024","10","91.41"
"21/02/2024","11","97.15"
"21/02/2024","12","101.16"
"21/02/2024","13","86.29"
"21/02/2024","18","60.88"
"21/02/2024","19","87.48"
"21/02/2024","20","93.44"
"21/02/2024","28","86.28"
"21/02/2024","34","118.2"
"21/02/2024","35","88.34"
"21/02/2024","36","103.44"
"21/02/2024","37","74.34"
"21/02/2024","39","86.46"
"21/02/2024","40","96.35"
"21/02/2024","41","75.35"
"21/02/2024","48","97.57"
"21/02/2024","60","103.07"
"21/02/2024","61","106.69"
"21/02/2024","65","79.68"
"21/02/2024","70","100.77"
"21/02/2024","71","95.54"
"22/02/2024","2","108.81"
"22/02/2024","3","61.29"
"22/02/2024","4","109.83"
"22/02/2024","6","100.12"
"22/02/2024","7","116.65"
"22/02/2024","8","88.34"
"22/02/2024","10","97.88"
"22/02/2024","11","77.31"
"22/02/2024","12","105.44"
"22/02/2024","13","91.48"
"22/02/2024","18","72.67"
"22/02/2024","19","80.17"
"22/02/2024","20","96.61"
"22/02/2024","28","87.78"
"22/02/2024","34","122.75"
"22/02/2024","35","70.68"
"22/02/2024","36","107.63"
"22/02/2024","37","80.87"
"22/02/2024","39","90.9"
"22/02/2024","40","95.87"
"22/02/2024","41","71.85"
"22/02/2024","48","96.32"
"22/02/2024","60","99.59"
"22/02/2024","61","93.98"
"22/02/2024","65","83.49"
"22/02/2024","70","84.37"
"22/02/2024","71","86.69"
"23/02/2024","2","117.87"
"23/02/2024","3","63.95"
"23/02/2024","4","111.26"
"23/02/2024","6","113.1"
"23/02/2024","7","125.92"
"23/02/2024","8","95.34"
"23/02/2024","10","102.61"
"23/02/2024","11","104.86"
"23/02/2024","12","96.98"
"23/02/2024","13","124.5"
"23/02/2024","18","72.36"
"23/02/2024","19","86.57"
"23/02/2024","20","88.57"
"23/02/2024","28","90.69"
"23/02/2024","34","120.5"
"23/02/2024","35","90.5"
"23/02/2024","36","96.26"
"23/02/2024","37","74.11"
"23/02/2024","39","97.07"
"23/02/2024","40","100.17"
"23/02/2024","41","74.6"
"23/02/2024","48","108.4"
"23/02/2024","60","91.91"
"23/02/2024","61","110.15"
"23/02/2024","65","76.35"
"23/02/2024","70","93.58"
"23/02/2024","71","87.05"
"24/02/2024","2","110.54"
"24/02/2024","3","67.78"
"24/02/2024","4","87.91"
"24/02/2024","6","104.83"
"24/02/2024","7","105.6"
"24/02/2024","8","92.6"
"24/02/2024","10","96.77"
"24/02/2024","11","80.06"
"24/02/2024","12","89.84"
"24/02/2024","13","101.27"
"24/02/2024","18","78.71"
"24/02/2024","19","74.7"
"24/02/2024","20","100.35"
"24/02/2024","28","83.95"
"24/02/2024","34","122.54"
"24/02/2024","35","112.54"
"24/02/2024","36","86"
"24/02/2024","37","70.38"
"24/02/2024","39","94.42"
"24/02/2024","40","109.93"
"24/02/2024","41","66.86"
"24/02/2024","48","104.74"
"24/02/2024","60","99.83"
"24/02/2024","61","108.87"
"24/02/2024","65","77.19"
"24/02/2024","70","93.38"
"24/02/2024","71","75.42"
"26/02/2024","2","117.05"
"26/02/2024","3","79.53"
"26/02/2024","4","102.37"
"26/02/2024","6","112.6"
"26/02/2024","7","100.52"
"26/02/2024","8","94.14"
"26/02/2024","10","112.22"
"26/02/2024","11","87.79"
"26/02/2024","12","120.66"
"26/02/2024","13","102.79"
"26/02/2024","18","77.92"
"26/02/2024","19","85.63"
"26/02/2024","20","95.6"
"26/02/2024","28","85.82"
"26/02/2024","34","105.04"
"26/02/2024","35","98.36"
"26/02/2024","36","65.32"
"26/02/2024","37","68.25"
"26/02/2024","39","95.81"
"26/02/2024","40","105.54"
"26/02/2024","41","78.41"
"26/02/2024","48","94.37"
"26/02/2024","60","88.27"
"26/02/2024","61","85.1"
"26/02/2024","65","67.05"
"26/02/2024","70","100.74"
"26/02/2024","71","75.69"
"27/02/2024","2","112.48"
"27/02/2024","3","78.02"
"27/02/2024","4","86.6"
"27/02/2024","6","103.08"
"27/02/2024","7","87.23"
"27/02/2024","8","109.16"
"27/02/2024","10","113.54"
"27/02/2024","11","107.68"
"27/02/2024","12","99.2"
"27/02/2024","13","95.9"
"27/02/2024","18","78.85"
"27/02/2024","19","80.07"
"27/02/2024","20","95.24"
"27/02/2024","28","90.68"
"27/02/2024","34","99.57"
"27/02/2024","35","104.38"
"27/02/2024","37","69.92"
"27/02/2024","39","84.32"
"27/02/2024","40","111.41"
"27/02/2024","41","72.11"
"27/02/2024","48","100.97"
"27/02/2024","60","119.06"
"27/02/2024","61","107.74"
"27/02/2024","65","61.09"
"27/02/2024","70","115.64"
"27/02/2024","71","75.93"
"28/02/2024","2","108.14"
"28/02/2024","3","95.93"
"28/02/2024","4","79"
"28/02/2024","6","107.47"
"28/02/2024","8","99.73"
"28/02/2024","10","102.98"
"28/02/2024","11","88.42"
"28/02/2024","12","84.38"
"28/02/2024","13","74.6"
"28/02/2024","18","80.46"
"28/02/2024","19","81.7"
"28/02/2024","20","82.53"
"28/02/2024","28","86.3"
"28/02/2024","34","79.89"
"28/02/2024","35","81.59"
"28/02/2024","36","61.47"
"28/02/2024","37","66.23"
"28/02/2024","39","76.37"
"28/02/2024","40","102.55"
"28/02/2024","41","83"
"28/02/2024","48","99.43"
"28/02/2024","60","122.4"
"28/02/2024","61","103.42"
"28/02/2024","65","61.23"
"28/02/2024","70","110.79"
"28/02/2024","71","78.87"
"29/02/2024","2","107.92"
"29/02/2024","3","90"
"29/02/2024","4","88.18"
"29/02/2024","6","113.27"
"29/02/2024","8","109.98"
"29/02/2024","10","115.93"
"29/02/2024","11","93.99"
"29/02/2024","12","79.75"
"29/02/2024","13","88.7"
"29/02/2024","18","61.46"
"29/02/2024","19","80.32"
"29/02/2024","20","74.35"
"29/02/2024","28","82.05"
"29/02/2024","34","62.66"
"29/02/2024","35","90.3"
"29/02/2024","36","78.98"
"29/02/2024","37","66.9"
"29/02/2024","39","76.15"
"29/02/2024","40","101.52"
"29/02/2024","41","87.98"
"29/02/2024","48","108.06"
"29/02/2024","60","110.79"
"29/02/2024","61","98.96"
"29/02/2024","65","61.98"
"29/02/2024","70","111.88"
"29/02/2024","71","74.43"
"01/03/2024","2","116.79"
"01/03/2024","3","96.5"
"01/03/2024","4","102.23"
"01/03/2024","6","113.85"
"01/03/2024","7","82.34"
"01/03/2024","8","105.33"
"01/03/2024","10","112.93"
"01/03/2024","11","78.18"
"01/03/2024","12","76.61"
"01/03/2024","13","72.71"
"01/03/2024","18","64.73"
"01/03/2024","19","78.44"
"01/03/2024","20","89.92"
"01/03/2024","28","75.57"
"01/03/2024","34","73.49"
"01/03/2024","35","91.07"
"01/03/2024","36","74.08"
"01/03/2024","37","68.72"
"01/03/2024","39","86.55"
"01/03/2024","40","102.92"
"01/03/2024","41","89.94"
"01/03/2024","48","107.36"
"01/03/2024","60","111.07"
"01/03/2024","61","105.5"
"01/03/2024","65","73.88"
"01/03/2024","70","109.43"
"01/03/2024","71","84.06"
"02/03/2024","2","104.92"
"02/03/2024","3","94.99"
"02/03/2024","4","90.53"
"02/03/2024","6","119.17"
"02/03/2024","7","88.76"
"02/03/2024","8","105.7"
"02/03/2024","10","101.35"
"02/03/2024","11","65.46"
"02/03/2024","12","92.08"
"02/03/2024","13","64.2"
"02/03/2024","18","71.32"
"02/03/2024","19","80.37"
"02/03/2024","28","74.19"
"02/03/2024","34","87.9"
"02/03/2024","35","85.92"
"02/03/2024","36","77.86"
"02/03/2024","37","60.29"
"02/03/2024","39","95.7"
"02/03/2024","40","103.28"
"02/03/2024","41","94.16"
"02/03/2024","48","110.09"
"02/03/2024","60","116.52"
"02/03/2024","61","112.67"
"02/03/2024","65","70.21"
"02/03/2024","70","106.54"
"02/03/2024","71","82.1"
"04/03/2024","2","105.37"
"04/03/2024","3","89.59"
"04/03/2024","4","100.65"
"04/03/2024","6","126.77"
"04/03/2024","7","94.22"
"04/03/2024","8","112.16"
"04/03/2024","10","87.89"
"04/03/2024","11","79.6"
"04/03/2024","12","93.89"
"04/03/2024","13","89.08"
"04/03/2024","18","70.22"
"04/03/2024","19","100.11"
"04/03/2024","20","77.14"
"04/03/2024","28","77.1"
"04/03/2024","34","90.27"
"04/03/2024","35","96"
"04/03/2024","36","82.04"
"04/03/2024","37","70.65"
"04/03/2024","39","105.76"
"04/03/2024","40","108.06"
"04/03/2024","41","99.54"
"04/03/2024","48","114.64"
"04/03/2024","60","116.13"
"04/03/2024","61","87.51"
"04/03/2024","65","79.38"
"04/03/2024","70","106.97"
"04/03/2024","71","85.6"
"05/03/2024","2","118.21"
"05/03/2024","3","99.81"
"05/03/2024","6","112.79"
"05/03/2024","7","110.9"
"05/03/2024","8","106.91"
"05/03/2024","10","71.79"
"05/03/2024","11","84.82"
"05/03/2024","12","95.2"
"05/03/2024","13","106.96"
"05/03/2024","18","69.49"
"05/03/2024","19","89.96"
"05/03/2024","20","90.82"
"05/03/2024","28","69.21"
"05/03/2024","34","103"
"05/03/2024","35","84.52"
"05/03/2024","36","87.46"
"05/03/2024","37","67.22"
"05/03/2024","39","104.97"
"05/03/2024","40","124.7"
"05/03/2024","41","97.62"
"05/03/2024","48","118.21"
"05/03/2024","60","136.98"
"05/03/2024","61","78.56"
"05/03/2024","65","75.58"
"05/03/2024","70","96.86"
"05/03/2024","71","82.05"
"06/03/2024","2","137.92"
"06/03/2024","3","108.8"
"06/03/2024","4","131"
"06/03/2024","6","137.84"
"06/03/2024","7","119.28"
"06/03/2024","8","121.9"
"06/03/2024","10","102.03"
"06/03/2024","11","83.47"
"06/03/2024","12","120.55"
"06/03/2024","13","112.71"
"06/03/2024","18","76.35"
"06/03/2024","19","94.32"
"06/03/2024","20","106.14"
"06/03/2024","28","90.33"
"06/03/2024","35","83.72"
"06/03/2024","36","90.24"
"06/03/2024","37","84.47"
"06/03/2024","39","101.45"
"06/03/2024","40","78.12"
"06/03/2024","41","112.75"
"06/03/2024","48","125.28"
"06/03/2024","60","122.87"
"06/03/2024","61","115.24"
"06/03/2024","65","99.64"
"06/03/2024","70","102.31"
"06/03/2024","71","92.26"
"07/03/2024","2","122.26"
"07/03/2024","3","93.95"
"07/03/2024","4","114.11"
"07/03/2024","6","114.74"
"07/03/2024","7","112.43"
"07/03/2024","8","119.22"
"07/03/2024","10","81.83"
"07/03/2024","11","76.69"
"07/03/2024","12","109.86"
"07/03/2024","13","120.94"
"07/03/2024","18","76.99"
"07/03/2024","19","96.67"
"07/03/2024","20","102.86"
"07/03/2024","28","81.45"
"07/03/2024","35","106.64"
"07/03/2024","36","91.75"
"07/03/2024","37","67.85"
"07/03/2024","39","97.42"
"07/03/2024","40","99.11"
"07/03/2024","41","94.78"
"07/03/2024","48","124.85"
"07/03/2024","60","123.01"
"07/03/2024","61","120.41"
"07/03/2024","65","83.04"
"07/03/2024","70","102.57"
"07/03/2024","71","74.41"
"08/03/2024","2","110.9"
"08/03/2024","3","89.56"
"08/03/2024","4","109.07"
"08/03/2024","6","105.49"
"08/03/2024","7","109.7"
"08/03/2024","8","118.95"
"08/03/2024","10","92.24"
"08/03/2024","11","74.67"
"08/03/2024","12","119.34"
"08/03/2024","13","117.27"
"08/03/2024","18","83.16"
"08/03/2024","19","87.98"
"08/03/2024","20","95.31"
"08/03/2024","28","78.48"
"08/03/2024","34","133.33"
"08/03/2024","35","83.1"
"08/03/2024","36","86.4"
"08/03/2024","37","74.28"
"08/03/2024","39","106.23"
"08/03/2024","40","83.49"
"08/03/2024","41","91.36"
"08/03/2024","48","121.23"
"08/03/2024","60","115.84"
"08/03/2024","61","112.92"
"08/03/2024","65","92.65"
"08/03/2024","70","98.34"
"08/03/2024","71","66.3"
"09/03/2024","2","109"
"09/03/2024","3","83.23"
"09/03/2024","4","98"
"09/03/2024","6","87.99"
"09/03/2024","7","103.44"
"09/03/2024","8","123.38"
"09/03/2024","10","90.2"
"09/03/2024","11","81.18"
"09/03/2024","12","128.34"
"09/03/2024","13","119.14"
"09/03/2024","18","81.01"
"09/03/2024","19","76.27"
"09/03/2024","20","88.7"
"09/03/2024","28","83.89"
"09/03/2024","34","117.36"
"09/03/2024","35","94.42"
"09/03/2024","36","71.03"
"09/03/2024","37","68.46"
"09/03/2024","39","96.88"
"09/03/2024","40","91.83"
"09/03/2024","41","84.51"
"09/03/2024","48","122.19"
"09/03/2024","60","131.3"
"09/03/2024","61","100.47"
"09/03/2024","65","79.03"
"09/03/2024","70","81.57"
"09/03/2024","71","66.23"
"11/03/2024","2","128.79"
"11/03/2024","3","102.6"
"11/03/2024","4","114.32"
"11/03/2024","6","90.02"
"11/03/2024","7","113.63"
"11/03/2024","8","113.13"
"11/03/2024","10","119.16"
"11/03/2024","11","92.05"
"11/03/2024","12","125.38"
"11/03/2024","13","119.83"
"11/03/2024","18","85.39"
"11/03/2024","19","94.39"
"11/03/2024","20","99.97"
"11/03/2024","28","79.17"
"11/03/2024","34","135.99"
"11/03/2024","35","118.91"
"11/03/2024","36","91.36"
"11/03/2024","37","71.24"
"11/03/2024","39","92.72"
"11/03/2024","40","89.69"
"11/03/2024","41","80.5"
"11/03/2024","48","117.84"
"11/03/2024","60","113.8"
"11/03/2024","61","113.5"
"11/03/2024","65","91.12"
"11/03/2024","70","99.14"
"11/03/2024","71","73.92"
"12/03/2024","2","123.32"
"12/03/2024","3","101.78"
"12/03/2024","4","131.83"
"12/03/2024","6","90.98"
"12/03/2024","7","127.25"
"12/03/2024","8","116.03"
"12/03/2024","10","102.88"
"12/03/2024","11","86.77"
"12/03/2024","12","122.95"
"12/03/2024","13","126.9"
"12/03/2024","18","79.84"
"12/03/2024","19","88.31"
"12/03/2024","20","82.72"
"12/03/2024","28","75.62"
"12/03/2024","34","131.06"
"12/03/2024","35","92.06"
"12/03/2024","36","93.09"
"12/03/2024","37","77.37"
"12/03/2024","39","89.25"
"12/03/2024","40","105.39"
"12/03/2024","41","93.02"
"12/03/2024","48","112.14"
"12/03/2024","60","109.21"
"12/03/2024","61","120.44"
"12/03/2024","65","105.02"
"12/03/2024","70","122.27"
"12/03/2024","71","69.3"
"13/03/2024","2","134.76"
"13/03/2024","3","100.77"
"13/03/2024","4","117.35"
"13/03/2024","6","95.61"
"13/03/2024","7","131.23"
"13/03/2024","8","113.4"
"13/03/2024","10","115.53"
"13/03/2024","11","88.99"
"13/03/2024","12","135.45"
"13/03/2024","13","131.28"
"13/03/2024","18","78.16"
"13/03/2024","19","81.52"
"13/03/2024","20","84.55"
"13/03/2024","28","73.41"
"13/03/2024","34","134.97"
"13/03/2024","35","82.25"
"13/03/2024","36","99.25"
"13/03/2024","37","70.66"
"13/03/2024","39","102.54"
"13/03/2024","40","105.91"
"13/03/2024","41","133.16"
"13/03/2024","48","105.7"
"13/03/2024","60","120.61"
"13/03/2024","61","118.97"
"13/03/2024","65","90.02"
"13/03/2024","70","124.89"
"13/03/2024","71","77.43"
"14/03/2024","3","122.48"
"14/03/2024","6","105.76"
"14/03/2024","8","138.93"
"14/03/2024","10","132.94"
"14/03/2024","11","108.53"
"14/03/2024","13","107.63"
"14/03/2024","18","91.94"
"14/03/2024","19","119.39"
"14/03/2024","20","101.27"
"14/03/2024","28","99.82"
"14/03/2024","34","136.08"
"14/03/2024","35","102.06"
"14/03/2024","36","105.06"
"14/03/2024","37","86.94"
"14/03/2024","39","125.93"
"14/03/2024","40","131.95"
"14/03/2024","60","127.94"
"14/03/2024","61","131.27"
"14/03/2024","65","102.79"
"14/03/2024","70","130.25"
"14/03/2024","71","92.35"
"15/03/2024","2","118.09"
"15/03/2024","3","91.57"
"15/03/2024","4","114.88"
"15/03/2024","6","88.08"
"15/03/2024","7","115.49"
"15/03/2024","8","111.29"
"15/03/2024","10","107.15"
"15/03/2024","11","82.41"
"15/03/2024","12","104.08"
"15/03/2024","13","115.17"
"15/03/2024","18","86.73"
"15/03/2024","19","84.11"
"15/03/2024","20","91.3"
"15/03/2024","28","66.88"
"15/03/2024","35","86.92"
"15/03/2024","36","94.49"
"15/03/2024","37","68.89"
"15/03/2024","39","105.32"
"15/03/2024","40","90.74"
"15/03/2024","41","107.28"
"15/03/2024","48","109.08"
"15/03/2024","60","100.67"
"15/03/2024","61","111.93"
"15/03/2024","65","85.09"
"15/03/2024","70","103.14"
"15/03/2024","71","64.6"
"16/03/2024","2","116.47"
"16/03/2024","3","90.78"
"16/03/2024","4","106"
"16/03/2024","6","96.57"
"16/03/2024","7","125.68"
"16/03/2024","8","107.9"
"16/03/2024","10","101.06"
"16/03/2024","11","75.96"
"16/03/2024","12","97.87"
"16/03/2024","13","113.02"
"16/03/2024","18","77.22"
"16/03/2024","19","93.73"
"16/03/2024","20","80.23"
"16/03/2024","21","107.16"
"16/03/2024","28","65.34"
"16/03/2024","34","137.5"
"16/03/2024","35","85.48"
"16/03/2024","36","94.41"
"16/03/2024","37","66.95"
"16/03/2024","39","100.63"
"16/03/2024","40","82.66"
"16/03/2024","41","101.44"
"16/03/2024","48","105.19"
"16/03/2024","60","128.54"
"16/03/2024","61","116.33"
"16/03/2024","65","80.29"
"16/03/2024","70","116.94"
"16/03/2024","71","76.19"
"18/03/2024","2","100.03"
"18/03/2024","3","81.18"
"18/03/2024","4","88.05"
"18/03/2024","6","99.36"
"18/03/2024","7","118.98"
"18/03/2024","8","107.57"
"18/03/2024","10","104.62"
"18/03/2024","11","79.35"
"18/03/2024","12","80.33"
"18/03/2024","13","116.43"
"18/03/2024","18","67.21"
"18/03/2024","19","93.31"
"18/03/2024","20","85.26"
"18/03/2024","28","64.05"
"18/03/2024","34","128.41"
"18/03/2024","35","85.16"
"18/03/2024","36","92.85"
"18/03/2024","37","76.88"
"18/03/2024","39","92.99"
"18/03/2024","40","87.92"
"18/03/2024","41","91.08"
"18/03/2024","48","102.28"
"18/03/2024","60","109.98"
"18/03/2024","61","105.89"
"18/03/2024","65","78.54"
"18/03/2024","70","104.58"
"18/03/2024","71","69.66"
"19/03/2024","2","103.79"
"19/03/2024","3","88.12"
"19/03/2024","4","100.99"
"19/03/2024","6","94.96"
"19/03/2024","7","127.03"
"19/03/2024","8","107.73"
"19/03/2024","10","99.26"
"19/03/2024","11","87.77"
"19/03/2024","12","90.79"
"19/03/2024","13","132.27"
"19/03/2024","18","77.14"
"19/03/2024","19","90.19"
"19/03/2024","20","87.81"
"19/03/2024","28","80.97"
"19/03/2024","34","133.18"
"19/03/2024","35","99.89"
"19/03/2024","36","99.67"
"19/03/2024","37","87.29"
"19/03/2024","39","89.13"
"19/03/2024","40","98.12"
"19/03/2024","41","94.76"
"19/03/2024","48","92.98"
"19/03/2024","60","119.06"
"19/03/2024","61","107.74"
"19/03/2024","65","85.18"
"19/03/2024","70","103.23"
"19/03/2024","71","75.67"
"20/03/2024","2","97.19"
"20/03/2024","3","93.77"
"20/03/2024","4","106.94"
"20/03/2024","6","102.47"
"20/03/2024","7","116.35"
"20/03/2024","8","101.59"
"20/03/2024","10","102.22"
"20/03/2024","11","80.81"
"20/03/2024","12","86.74"
"20/03/2024","13","121.52"
"20/03/2024","18","84.61"
"20/03/2024","19","88.48"
"20/03/2024","20","94.07"
"20/03/2024","28","79.57"
"20/03/2024","34","129.84"
"20/03/2024","35","94.5"
"20/03/2024","36","95.09"
"20/03/2024","37","69.54"
"20/03/2024","39","84.35"
"20/03/2024","40","87.8"
"20/03/2024","41","96.99"
"20/03/2024","48","107.78"
"20/03/2024","60","102.37"
"20/03/2024","61","110.26"
"20/03/2024","65","85.59"
"20/03/2024","70","102.1"
"20/03/2024","71","76.99"
"21/03/2024","2","98.09"
"21/03/2024","3","95.38"
"21/03/2024","4","90.92"
"21/03/2024","6","109.21"
"21/03/2024","7","116.93"
"21/03/2024","8","91.6"
"21/03/2024","10","97.16"
"21/03/2024","11","76.22"
"21/03/2024","12","77.21"
"21/03/2024","13","119.63"
"21/03/2024","18","69.75"
"21/03/2024","19","85.87"
"21/03/2024","20","90.15"
"21/03/2024","28","70.39"
"21/03/2024","34","129.31"
"21/03/2024","35","95.94"
"21/03/2024","36","105.89"
"21/03/2024","37","81.48"
"21/03/2024","39","80.95"
"21/03/2024","40","91.27"
"21/03/2024","41","97.87"
"21/03/2024","48","95.08"
"21/03/2024","60","107.05"
"21/03/2024","61","104.01"
"21/03/2024","65","83.5"
"21/03/2024","70","111.04"
"21/03/2024","71","76.46"
"22/03/2024","2","100.64"
"22/03/2024","3","96.5"
"22/03/2024","4","91.02"
"22/03/2024","6","122.45"
"22/03/2024","7","103.69"
"22/03/2024","8","99.05"
"22/03/2024","10","104.21"
"22/03/2024","11","79.55"
"22/03/2024","12","81.55"
"22/03/2024","13","116.57"
"22/03/2024","18","77.06"
"22/03/2024","19","90.52"
"22/03/2024","20","95.78"
"22/03/2024","28","74.67"
"22/03/2024","34","136.8"
"22/03/2024","35","90.43"
"22/03/2024","36","123.42"
"22/03/2024","37","86.09"
"22/03/2024","39","110.44"
"22/03/2024","40","86.7"
"22/03/2024","41","102.23"
"22/03/2024","48","97.93"
"22/03/2024","60","85.72"
"22/03/2024","61","106.49"
"22/03/2024","65","82.69"
"22/03/2024","70","115.44"
"22/03/2024","71","73.84"
"23/03/2024","2","97.43"
"23/03/2024","3","93.78"
"23/03/2024","4","94.03"
"23/03/2024","6","115.88"
"23/03/2024","7","102.07"
"23/03/2024","8","98.25"
"23/03/2024","10","108.46"
"23/03/2024","11","92.24"
"23/03/2024","12","91.55"
"23/03/2024","13","133.13"
"23/03/2024","18","85.33"
"23/03/2024","19","91.84"
"23/03/2024","20","85.73"
"23/03/2024","28","75.6"
"23/03/2024","34","130.91"
"23/03/2024","35","96.05"
"23/03/2024","36","133.19"
"23/03/2024","37","73.77"
"23/03/2024","39","115.08"
"23/03/2024","40","96.72"
"23/03/2024","41","104.27"
"23/03/2024","48","107.99"
"23/03/2024","60","100.75"
"23/03/2024","61","117.55"
"23/03/2024","65","84.12"
"23/03/2024","70","110.08"
"23/03/2024","71","66.22"
"25/03/2024","2","101.46"
"25/03/2024","3","96.87"
"25/03/2024","4","91.52"
"25/03/2024","6","118.55"
"25/03/2024","7","107.73"
"25/03/2024","8","101.92"
"25/03/2024","10","98.83"
"25/03/2024","11","76.67"
"25/03/2024","12","84.54"
"25/03/2024","13","123.43"
"25/03/2024","19","98.36"
"25/03/2024","20","87.64"
"25/03/2024","28","69.99"
"25/03/2024","34","121.66"
"25/03/2024","35","86.44"
"25/03/2024","36","122.26"
"25/03/2024","37","77.1"
"25/03/2024","39","113.48"
"25/03/2024","40","92.81"
"25/03/2024","41","103.69"
"25/03/2024","48","99.38"
"25/03/2024","60","98.37"
"25/03/2024","61","108.92"
"25/03/2024","65","78.95"
"25/03/2024","70","115.29"
"25/03/2024","71","65.96"
"26/03/2024","2","102.99"
"26/03/2024","3","89.91"
"26/03/2024","4","102.43"
"26/03/2024","6","97.71"
"26/03/2024","7","121.22"
"26/03/2024","8","106.5"
"26/03/2024","10","94.44"
"26/03/2024","11","82.99"
"26/03/2024","12","86.57"
"26/03/2024","13","127.35"
"26/03/2024","18","87.65"
"26/03/2024","19","91.94"
"26/03/2024","20","86.46"
"26/03/2024","28","73.3"
"26/03/2024","35","97.09"
"26/03/2024","36","139.97"
"26/03/2024","37","97.11"
"26/03/2024","39","117.15"
"26/03/2024","40","98.68"
"26/03/2024","41","92.94"
"26/03/2024","48","106.38"
"26/03/2024","60","110.21"
"26/03/2024","61","108.09"
