"FECHA","LINEA","TCODICLIE","PRENDAS"
"24/03/2024","61","2","366"
"24/03/2024","20","1","46"
"24/03/2024","7","234","2198"
"24/03/2024","3","2","145"
"24/03/2024","35","266","286"
"24/03/2024","71","4003","378"
"24/03/2024","39","266","715"
"24/03/2024","8","266","123"
"25/03/2024","3","234","73"
"25/03/2024","36","266","271"
"25/03/2024","4","266","261"
"25/03/2024","10","266","1033"
"25/03/2024","39","2","761"
"25/03/2024","13","2","263"
"25/03/2024","61","2","211"
"25/03/2024","61","234","87"
"25/03/2024","98","234","116"
"25/03/2024","71","4003","390"
"25/03/2024","11","266","762"
"25/03/2024","37","4003","420"
"25/03/2024","7","234","1790"
"25/03/2024","2","266","462"
"25/03/2024","98","2","635"
"25/03/2024","41","266","287"
"25/03/2024","34","234","1820"
"25/03/2024","2","2","60"
"25/03/2024","39","266","542"
"25/03/2024","70","2","300"
"25/03/2024","70","234","194"
"25/03/2024","19","266","177"
"25/03/2024","35","266","397"
"25/03/2024","16","266","313"
"25/03/2024","57","2","132"
"25/03/2024","48","266","353"
"25/03/2024","45","266","358"
"25/03/2024","3","266","123"
"25/03/2024","28","2","14"
"25/03/2024","6","234","248"
"25/03/2024","2","234","886"
"25/03/2024","44","266","372"
"25/03/2024","40","266","448"
"25/03/2024","12","266","728"
"25/03/2024","8","266","515"
"25/03/2024","3","2","185"
"25/03/2024","18","4003","651"
"25/03/2024","20","2","164"
"26/03/2024","34","234","1482"
"26/03/2024","35","266","522"
"26/03/2024","39","2","599"
"26/03/2024","6","234","114"
"26/03/2024","20","1","42"
"26/03/2024","37","4003","1272"
"26/03/2024","57","2","1130"
"26/03/2024","2","2","99"
"26/03/2024","41","266","589"
"26/03/2024","48","266","51"
"26/03/2024","18","4003","1676"
"26/03/2024","7","234","1312"
"26/03/2024","70","234","597"
"26/03/2024","71","4003","461"
"26/03/2024","8","266","17"
"26/03/2024","36","266","344"
"26/03/2024","11","266","590"
"26/03/2024","19","266","64"
"26/03/2024","39","266","354"
"26/03/2024","45","266","341"
"26/03/2024","98","2","2981"
"26/03/2024","16","2","505"
"26/03/2024","65","266","123"
"26/03/2024","12","266","594"
"26/03/2024","61","234","395"
"26/03/2024","3","234","192"
"26/03/2024","2","266","275"
"26/03/2024","10","266","391"
"26/03/2024","20","2","24"
"26/03/2024","44","266","677"
"26/03/2024","13","2","393"
"26/03/2024","3","2","448"
"26/03/2024","4","266","455"
"26/03/2024","2","234","626"
"26/03/2024","61","2","380"
"26/03/2024","3","266","548"
"26/03/2024","40","266","619"
"27/03/2024","18","4003","35"
"27/03/2024","70","234","1180"
"27/03/2024","12","266","763"
"27/03/2024","36","266","461"
"27/03/2024","28","2023","107"
"27/03/2024","2","266","325"
"27/03/2024","2","234","570"
"27/03/2024","11","266","676"
"27/03/2024","61","2","1236"
"27/03/2024","39","2","787"
"27/03/2024","3","266","420"
"27/03/2024","48","266","154"
"27/03/2024","44","2","452"
"27/03/2024","71","4003","440"
"27/03/2024","19","266","34"
"27/03/2024","61","234","192"
"27/03/2024","7","234","1638"
"27/03/2024","37","2","657"
"27/03/2024","36","2","891"
"27/03/2024","20","1","181"
"27/03/2024","28","2","229"
"27/03/2024","2","2","458"
"27/03/2024","4","266","883"
"27/03/2024","20","2","704"
"27/03/2024","35","266","563"
"27/03/2024","65","266","782"
"27/03/2024","41","266","95"
"27/03/2024","3","2","616"
"27/03/2024","16","2","462"
"27/03/2024","40","266","780"
"27/03/2024","27","266","816"
"27/03/2024","6","234","876"
"27/03/2024","44","266","288"
"27/03/2024","3","234","550"
"27/03/2024","13","2","39"
"27/03/2024","10","266","341"
"27/03/2024","34","234","3110"
"27/03/2024","98","2","676"
"27/03/2024","70","2","223"
"27/03/2024","39","266","1566"
"28/03/2024","70","234","2782"
"28/03/2024","11","266","513"
"28/03/2024","3","234","43"
"28/03/2024","57","2","1660"
"28/03/2024","35","266","679"
"28/03/2024","44","2","413"
"28/03/2024","6","234","3406"
"28/03/2024","20","2","520"
"28/03/2024","36","2","815"
"28/03/2024","70","2","421"
"28/03/2024","45","266","643"
"28/03/2024","27","266","846"
"28/03/2024","61","2","1184"
"28/03/2024","65","266","867"
"28/03/2024","12","266","930"
"28/03/2024","20","1","25"
"28/03/2024","12","2023","136"
"28/03/2024","71","234","876"
"28/03/2024","39","266","1553"
"28/03/2024","98","234","116"
"28/03/2024","3","266","507"
"28/03/2024","13","2","527"
"28/03/2024","40","266","321"
"28/03/2024","34","234","2734"
"28/03/2024","28","2","664"
"28/03/2024","8","266","820"
"28/03/2024","37","2","791"
"28/03/2024","3","2","449"
"28/03/2024","48","266","744"
"28/03/2024","36","266","598"
"28/03/2024","71","2","282"
"28/03/2024","2","266","1083"
"28/03/2024","2","2","235"
"28/03/2024","7","234","4662"
"28/03/2024","10","266","1439"
"28/03/2024","61","234","238"
"28/03/2024","2","234","48"
"28/03/2024","98","2","1707"
"28/03/2024","16","2","730"
"28/03/2024","4","266","796"
"28/03/2024","39","2","1240"
"29/03/2024","6","234","4400"
"29/03/2024","34","234","4832"
"29/03/2024","71","2","78"
"29/03/2024","16","2","401"
"29/03/2024","8","266","720"
"29/03/2024","65","266","260"
"29/03/2024","11","266","56"
"29/03/2024","20","2","105"
"29/03/2024","98","2","272"
"29/03/2024","7","234","1132"
"29/03/2024","98","234","1475"
"29/03/2024","36","266","83"
"29/03/2024","27","266","616"
"29/03/2024","4","266","682"
"29/03/2024","57","2","1712"
"29/03/2024","48","266","105"
"29/03/2024","70","2","490"
"29/03/2024","10","266","1273"
"29/03/2024","12","266","31"
"29/03/2024","39","2","1038"
"29/03/2024","3","266","200"
"29/03/2024","39","266","307"
"29/03/2024","2","266","401"
"29/03/2024","61","2","410"
"29/03/2024","35","266","327"
"29/03/2024","3","2","97"
"29/03/2024","36","2","1700"
"29/03/2024","70","234","554"
"30/03/2024","3","2","205"
"30/03/2024","34","2","23"
"30/03/2024","7","234","196"
"30/03/2024","44","2","510"
"30/03/2024","4","266","1413"
"30/03/2024","10","266","2845"
"30/03/2024","36","266","1290"
"30/03/2024","27","266","903"
"30/03/2024","36","2","4634"
"30/03/2024","39","2","3886"
"30/03/2024","98","6","430"
"30/03/2024","35","266","2521"
"30/03/2024","98","2","7"
"30/03/2024","3","266","194"
"30/03/2024","39","266","273"
"30/03/2024","61","2","895"
"30/03/2024","65","266","2747"
"30/03/2024","11","266","98"
"30/03/2024","28","1","10"
"30/03/2024","41","266","41"
"30/03/2024","57","2","142"
"30/03/2024","34","234","1004"
"30/03/2024","28","2","1351"
"30/03/2024","70","234","18"
"30/03/2024","6","234","1238"
"30/03/2024","70","2","61"
"31/03/2024","36","266","972"
"31/03/2024","36","2","229"
"31/03/2024","35","266","1752"
"31/03/2024","65","266","2262"
"01/04/2024","2","266","68"
"01/04/2024","16","2","359"
"01/04/2024","41","266","349"
"01/04/2024","40","266","511"
"01/04/2024","98","2","204"
"01/04/2024","4","266","171"
"01/04/2024","39","2","114"
"01/04/2024","98","234","93"
"01/04/2024","28","2","269"
"01/04/2024","27","266","457"
"01/04/2024","34","234","774"
"01/04/2024","44","2","305"
"01/04/2024","48","266","811"
"01/04/2024","19","266","32"
"01/04/2024","36","2","206"
"01/04/2024","36","266","140"
"01/04/2024","35","266","14"
"01/04/2024","70","2","354"
"01/04/2024","45","266","310"
"02/04/2024","11","266","426"
"02/04/2024","65","266","52"
"02/04/2024","28","2","130"
"02/04/2024","44","2","703"
"02/04/2024","16","2","576"
"02/04/2024","36","266","382"
"02/04/2024","48","266","862"
"02/04/2024","3","2","510"
"02/04/2024","34","234","2062"
"02/04/2024","27","266","488"
"02/04/2024","18","266","463"
"02/04/2024","19","266","445"
"02/04/2024","36","2","171"
"02/04/2024","98","2","160"
"02/04/2024","12","266","655"
"02/04/2024","8","266","402"
"02/04/2024","35","266","84"
"02/04/2024","39","2","36"
"02/04/2024","45","266","468"
"02/04/2024","98","234","1280"
"02/04/2024","4","266","54"
"02/04/2024","70","234","252"
"02/04/2024","70","2","232"
"02/04/2024","2","266","787"
"03/04/2024","98","234","1600"
"03/04/2024","39","266","227"
"03/04/2024","10","266","513"
"03/04/2024","70","2","426"
"03/04/2024","70","234","886"
"03/04/2024","39","2","334"
"03/04/2024","8","266","662"
"03/04/2024","98","2","125"
"03/04/2024","12","266","252"
"03/04/2024","11","266","1068"
"03/04/2024","61","2","611"
"03/04/2024","13","2","514"
"03/04/2024","35","266","121"
"03/04/2024","36","266","93"
"03/04/2024","34","234","3776"
"03/04/2024","40","266","768"
"03/04/2024","4","266","422"
"03/04/2024","16","2","525"
"03/04/2024","37","2","267"
"03/04/2024","36","2","655"
"03/04/2024","98","6","388"
"03/04/2024","44","2","662"
"03/04/2024","65","266","379"
"03/04/2024","6","234","896"
"03/04/2024","48","266","1365"
"03/04/2024","2","266","1288"
"03/04/2024","27","266","468"
"03/04/2024","3","2","451"
"03/04/2024","19","266","472"
"03/04/2024","7","234","770"
"03/04/2024","45","266","445"
"03/04/2024","41","266","414"
"03/04/2024","20","2","82"
"03/04/2024","18","266","741"
"04/04/2024","3","2","692"
"04/04/2024","70","2","446"
"04/04/2024","41","266","706"
"04/04/2024","4","266","911"
"04/04/2024","27","266","382"
"04/04/2024","2","266","585"
"04/04/2024","61","2","622"
"04/04/2024","45","266","398"
"04/04/2024","16","2","413"
"04/04/2024","11","266","838"
"04/04/2024","70","234","616"
"04/04/2024","65","266","193"
"04/04/2024","39","266","82"
"04/04/2024","34","234","2480"
"04/04/2024","40","2","371"
"04/04/2024","28","2","50"
"04/04/2024","98","234","2129"
"04/04/2024","44","2","562"
"04/04/2024","39","2","1045"
"04/04/2024","19","266","169"
"04/04/2024","7","234","748"
"04/04/2024","10","266","1165"
"04/04/2024","6","234","376"
"04/04/2024","12","266","801"
"04/04/2024","40","266","377"
"04/04/2024","71","2","120"
"04/04/2024","57","2","370"
"04/04/2024","48","266","330"
"04/04/2024","8","266","353"
"04/04/2024","18","266","66"
"04/04/2024","13","2","522"
"05/04/2024","19","266","613"
"05/04/2024","12","266","97"
"05/04/2024","16","2","511"
"05/04/2024","41","266","780"
"05/04/2024","71","234","684"
"05/04/2024","28","2","108"
"05/04/2024","48","266","591"
"05/04/2024","35","266","612"
"05/04/2024","34","234","1644"
"05/04/2024","98","234","90"
"05/04/2024","2","266","641"
"05/04/2024","97","2","299"
"05/04/2024","3","266","276"
"05/04/2024","8","266","487"
"05/04/2024","70","234","1662"
"05/04/2024","3","2","50"
"05/04/2024","39","2","468"
"05/04/2024","65","266","712"
"05/04/2024","27","266","344"
"05/04/2024","39","266","61"
"05/04/2024","7","234","736"
"05/04/2024","13","2","112"
"05/04/2024","11","266","846"
"05/04/2024","61","2","239"
"05/04/2024","6","234","728"
"05/04/2024","10","266","129"
"05/04/2024","70","2","181"
"05/04/2024","44","2","504"
"05/04/2024","45","266","351"
"05/04/2024","98","2","423"
"05/04/2024","4","266","576"
"05/04/2024","37","2","320"
"05/04/2024","71","2","290"
"06/04/2024","65","266","662"
"06/04/2024","3","266","62"
"06/04/2024","10","266","150"
"06/04/2024","28","4003","123"
"06/04/2024","12","266","515"
"06/04/2024","39","266","242"
"06/04/2024","11","266","396"
"06/04/2024","71","234","58"
"06/04/2024","13","2","242"
"06/04/2024","44","2","376"
"06/04/2024","37","4003","268"
"06/04/2024","2","266","525"
"06/04/2024","70","2","416"
"06/04/2024","71","2","200"
"06/04/2024","3","2","240"
"06/04/2024","18","266","26"
"06/04/2024","4","266","762"
"06/04/2024","39","2","917"
"06/04/2024","37","2","204"
"06/04/2024","6","234","248"
"06/04/2024","41","266","1285"
"06/04/2024","97","234","98"
"06/04/2024","7","234","502"
"06/04/2024","27","266","300"
"06/04/2024","19","266","139"
"06/04/2024","98","6","260"
"06/04/2024","35","266","445"
"06/04/2024","36","2","15"
"06/04/2024","34","234","2510"
"06/04/2024","28","2","785"
"06/04/2024","61","2","243"
"06/04/2024","45","266","262"
"06/04/2024","70","234","172"
"06/04/2024","98","2","624"
"07/04/2024","40","2","153"
"07/04/2024","13","2","38"
"07/04/2024","98","2","160"
"08/04/2024","70","2","563"
"08/04/2024","27","266","399"
"08/04/2024","39","266","353"
"08/04/2024","61","2","394"
"08/04/2024","48","266","763"
"08/04/2024","65","266","441"
"08/04/2024","4","266","1047"
"08/04/2024","13","2","232"
"08/04/2024","28","4003","49"
"08/04/2024","28","2","339"
"08/04/2024","41","266","680"
"08/04/2024","71","4003","30"
"08/04/2024","7","234","488"
"08/04/2024","34","234","1574"
"08/04/2024","70","234","542"
"08/04/2024","20","2","382"
"08/04/2024","61","234","410"
"08/04/2024","6","234","1111"
"08/04/2024","98","6","1444"
"08/04/2024","71","2","145"
"08/04/2024","39","2","872"
"08/04/2024","12","266","235"
"08/04/2024","3","266","67"
"08/04/2024","8","266","326"
"08/04/2024","10","266","896"
"08/04/2024","35","266","65"
"08/04/2024","44","2","434"
"08/04/2024","37","4003","123"
"08/04/2024","3","2","498"
"08/04/2024","97","2","92"
"08/04/2024","18","2","210"
"08/04/2024","2","266","670"
"08/04/2024","45","266","332"
"08/04/2024","11","266","1020"
"09/04/2024","11","266","180"
"09/04/2024","65","266","507"
"09/04/2024","39","2","1351"
"09/04/2024","27","266","389"
"09/04/2024","44","2","135"
"09/04/2024","16","2","50"
"09/04/2024","10","266","1232"
"09/04/2024","70","234","770"
"09/04/2024","28","4003","231"
"09/04/2024","48","266","659"
"09/04/2024","97","2","46"
"09/04/2024","20","2","407"
"09/04/2024","70","2","904"
"09/04/2024","45","266","285"
"09/04/2024","6","234","349"
"09/04/2024","57","2","2710"
"09/04/2024","41","266","786"
"09/04/2024","8","266","583"
"09/04/2024","3","266","8"
"09/04/2024","2","266","721"
"09/04/2024","28","2","304"
"09/04/2024","34","234","2116"
"09/04/2024","40","2","217"
"09/04/2024","3","2","638"
"09/04/2024","71","2","221"
"09/04/2024","61","234","557"
"09/04/2024","12","266","430"
"09/04/2024","19","266","222"
"09/04/2024","61","2","655"
"09/04/2024","7","234","494"
"09/04/2024","36","266","446"
"09/04/2024","35","266","477"
"09/04/2024","37","4003","168"
"09/04/2024","13","2","476"
"09/04/2024","18","2","303"
"09/04/2024","4","266","1046"
"09/04/2024","98","2","887"
"10/04/2024","97","2","52"
"10/04/2024","8","266","218"
"10/04/2024","7","234","3320"
"10/04/2024","13","2","544"
"10/04/2024","61","234","942"
"10/04/2024","41","266","19"
"10/04/2024","12","266","522"
"10/04/2024","71","2","348"
"10/04/2024","98","2","908"
"10/04/2024","28","4003","199"
"10/04/2024","70","2","682"
"10/04/2024","39","2","874"
"10/04/2024","11","266","560"
"10/04/2024","3","2","439"
"10/04/2024","28","2","326"
"10/04/2024","36","266","304"
"10/04/2024","61","2","519"
"10/04/2024","2","266","744"
"10/04/2024","4","266","1290"
"10/04/2024","70","234","1206"
"10/04/2024","6","234","1070"
"10/04/2024","35","266","478"
"10/04/2024","65","266","356"
"10/04/2024","27","266","449"
"10/04/2024","48","266","422"
"10/04/2024","20","2","188"
"10/04/2024","37","4003","185"
"10/04/2024","10","266","991"
"10/04/2024","18","2","618"
"10/04/2024","57","2","512"
"10/04/2024","19","266","150"
"10/04/2024","45","266","402"
"10/04/2024","16","266","207"
"10/04/2024","34","234","1704"
"11/04/2024","8","266","789"
"11/04/2024","71","2","9"
"11/04/2024","58","234","164"
"11/04/2024","70","234","1358"
"11/04/2024","35","266","588"
"11/04/2024","27","266","362"
"11/04/2024","57","2","384"
"11/04/2024","37","2","104"
"11/04/2024","98","2","818"
"11/04/2024","98","6","1047"
"11/04/2024","28","2","165"
"11/04/2024","10","266","962"
"11/04/2024","61","2","336"
"11/04/2024","48","266","641"
"11/04/2024","28","4003","198"
"11/04/2024","65","266","145"
"11/04/2024","37","4003","72"
"11/04/2024","11","266","1185"
"11/04/2024","12","266","514"
"11/04/2024","20","2","483"
"11/04/2024","39","266","95"
"11/04/2024","2","266","785"
"11/04/2024","34","234","1252"
"11/04/2024","70","2","1205"
"11/04/2024","4","266","389"
"11/04/2024","3","2","858"
"11/04/2024","3","234","491"
"11/04/2024","16","266","215"
"11/04/2024","39","2","1207"
"11/04/2024","18","2","789"
"11/04/2024","19","266","80"
"11/04/2024","97","2","26"
"11/04/2024","36","266","295"
"11/04/2024","13","2","355"
"11/04/2024","7","234","2040"
"11/04/2024","41","266","369"
"11/04/2024","45","266","404"
"11/04/2024","61","234","133"
"11/04/2024","6","234","756"
"12/04/2024","34","234","1026"
"12/04/2024","70","2","271"
"12/04/2024","41","266","677"
"12/04/2024","98","2","585"
"12/04/2024","39","2","610"
"12/04/2024","44","266","351"
"12/04/2024","6","234","867"
"12/04/2024","61","234","840"
"12/04/2024","12","266","317"
"12/04/2024","37","2","144"
"12/04/2024","3","234","237"
"12/04/2024","98","234","860"
"12/04/2024","48","266","753"
"12/04/2024","28","4003","321"
"12/04/2024","20","2","618"
"12/04/2024","45","266","354"
"12/04/2024","65","266","316"
"12/04/2024","36","266","101"
"12/04/2024","70","234","52"
"12/04/2024","97","2","101"
"12/04/2024","7","234","1368"
"12/04/2024","13","2","408"
"12/04/2024","18","2","558"
"12/04/2024","37","4003","38"
"12/04/2024","71","4003","76"
"12/04/2024","40","2","78"
"12/04/2024","4","266","856"
"12/04/2024","11","266","696"
"12/04/2024","2","266","599"
"12/04/2024","28","2","249"
"12/04/2024","8","266","345"
"12/04/2024","27","266","394"
"12/04/2024","16","266","99"
"12/04/2024","19","266","420"
"12/04/2024","40","266","172"
"12/04/2024","3","2","143"
"12/04/2024","10","266","783"
"13/04/2024","41","266","281"
"13/04/2024","2","266","755"
"13/04/2024","7","234","902"
"13/04/2024","16","266","267"
"13/04/2024","3","234","143"
"13/04/2024","71","4003","139"
"13/04/2024","8","266","11"
"13/04/2024","45","266","259"
"13/04/2024","18","2","293"
"13/04/2024","61","234","716"
"13/04/2024","6","234","1171"
"13/04/2024","37","4003","117"
"13/04/2024","97","2","50"
"13/04/2024","4","266","183"
"13/04/2024","20","2","36"
"13/04/2024","12","266","405"
"13/04/2024","98","6","416"
"13/04/2024","34","234","2352"
"13/04/2024","11","266","1041"
"13/04/2024","10","266","1257"
"13/04/2024","39","2","432"
"13/04/2024","36","266","91"
"13/04/2024","48","266","94"
"13/04/2024","28","4003","50"
"13/04/2024","70","234","318"
"13/04/2024","70","2","486"
"13/04/2024","3","2","169"
"13/04/2024","19","266","492"
"13/04/2024","58","234","495"
"13/04/2024","65","266","266"
"13/04/2024","27","266","384"
"13/04/2024","35","266","351"
"13/04/2024","13","2","160"
"13/04/2024","40","266","58"
"13/04/2024","18","266","32"
"13/04/2024","37","2","22"
"13/04/2024","98","234","78"
"13/04/2024","44","266","265"
"13/04/2024","98","2","239"
"13/04/2024","28","2","17"
"15/04/2024","13","2","446"
"15/04/2024","97","234","168"
"15/04/2024","20","2","105"
"15/04/2024","36","266","461"
"15/04/2024","98","2","666"
"15/04/2024","2","266","310"
"15/04/2024","4","266","1480"
"15/04/2024","34","234","1382"
"15/04/2024","27","266","384"
"15/04/2024","18","266","299"
"15/04/2024","61","234","257"
"15/04/2024","71","4003","223"
"15/04/2024","44","266","22"
"15/04/2024","39","2","790"
"15/04/2024","12","266","1100"
"15/04/2024","41","266","438"
"15/04/2024","71","2","56"
"15/04/2024","18","2","96"
"15/04/2024","98","6","565"
"15/04/2024","58","234","422"
"15/04/2024","6","234","540"
"15/04/2024","28","4003","144"
"15/04/2024","65","266","295"
"15/04/2024","61","2","236"
"15/04/2024","45","266","350"
"15/04/2024","3","234","130"
"15/04/2024","70","2","514"
"15/04/2024","11","266","833"
"15/04/2024","70","234","686"
"15/04/2024","19","266","392"
"15/04/2024","37","4003","243"
"15/04/2024","48","266","699"
"15/04/2024","98","234","286"
"15/04/2024","35","266","474"
"15/04/2024","57","2","78"
"15/04/2024","8","266","790"
"15/04/2024","10","266","448"
"15/04/2024","3","2","473"
"15/04/2024","7","234","1062"
"16/04/2024","58","234","501"
"16/04/2024","97","234","4"
"16/04/2024","97","2","50"
"16/04/2024","13","2","326"
"16/04/2024","71","2","113"
"16/04/2024","3","234","17"
"16/04/2024","40","266","223"
"16/04/2024","34","234","1658"
"16/04/2024","35","266","483"
"16/04/2024","20","2","209"
"16/04/2024","70","234","634"
"16/04/2024","98","6","654"
"16/04/2024","27","266","419"
"16/04/2024","28","4003","100"
"16/04/2024","45","266","442"
"16/04/2024","70","2","772"
"16/04/2024","39","234","275"
"16/04/2024","8","266","495"
"16/04/2024","11","266","211"
"16/04/2024","2","266","631"
"16/04/2024","37","4003","117"
"16/04/2024","61","2","202"
"16/04/2024","36","266","293"
"16/04/2024","37","2","334"
"16/04/2024","12","266","1012"
"16/04/2024","7","234","1876"
"16/04/2024","4","266","2353"
"16/04/2024","41","266","226"
"16/04/2024","16","266","239"
"16/04/2024","44","266","384"
"16/04/2024","65","266","303"
"16/04/2024","6","234","396"
"16/04/2024","18","266","321"
"16/04/2024","98","234","276"
"16/04/2024","48","266","371"
"16/04/2024","19","266","641"
"16/04/2024","3","2","479"
"16/04/2024","98","2","1160"
"16/04/2024","39","2","120"
"16/04/2024","71","4003","163"
"17/04/2024","4","266","846"
"17/04/2024","8","266","595"
"17/04/2024","58","234","650"
"17/04/2024","45","266","442"
"17/04/2024","41","266","367"
"17/04/2024","97","234","121"
"17/04/2024","44","266","158"
"17/04/2024","98","2","1349"
"17/04/2024","7","234","2128"
"17/04/2024","65","266","248"
"17/04/2024","71","4003","242"
"17/04/2024","3","234","630"
"17/04/2024","70","234","146"
"17/04/2024","35","266","559"
"17/04/2024","13","2","418"
"17/04/2024","39","2","836"
"17/04/2024","3","2","213"
"17/04/2024","16","266","345"
"17/04/2024","34","234","2232"
"17/04/2024","37","2","270"
"17/04/2024","12","266","591"
"17/04/2024","39","234","1529"
"17/04/2024","11","266","693"
"17/04/2024","48","266","401"
"17/04/2024","70","2","496"
"17/04/2024","2","266","724"
"17/04/2024","37","4003","345"
"17/04/2024","28","4003","51"
"17/04/2024","40","266","308"
"17/04/2024","10","266","303"
"17/04/2024","97","2","140"
"17/04/2024","36","266","358"
"17/04/2024","18","266","836"
"17/04/2024","20","2","353"
"17/04/2024","19","266","168"
"17/04/2024","61","2","216"
"17/04/2024","27","266","388"
"17/04/2024","71","2","52"
"18/04/2024","71","4003","157"
"18/04/2024","20","1","627"
"18/04/2024","48","266","448"
"18/04/2024","45","266","443"
"18/04/2024","70","2","730"
"18/04/2024","58","234","610"
"18/04/2024","57","2","74"
"18/04/2024","10","266","829"
"18/04/2024","7","234","1162"
"18/04/2024","28","4003","172"
"18/04/2024","37","4003","189"
"18/04/2024","34","234","1888"
"18/04/2024","19","266","755"
"18/04/2024","16","266","183"
"18/04/2024","37","2","184"
"18/04/2024","97","2","792"
"18/04/2024","2","266","272"
"18/04/2024","98","234","206"
"18/04/2024","71","2","2"
"18/04/2024","12","266","895"
"18/04/2024","3","234","246"
"18/04/2024","18","266","95"
"18/04/2024","36","266","671"
"18/04/2024","40","266","481"
"18/04/2024","8","266","702"
"18/04/2024","98","2","397"
"18/04/2024","35","266","370"
"18/04/2024","65","266","1048"
"18/04/2024","13","2","214"
"18/04/2024","11","266","539"
"18/04/2024","27","266","390"
"18/04/2024","61","2","742"
"18/04/2024","3","2","558"
"18/04/2024","4","266","960"
"18/04/2024","44","266","376"
"18/04/2024","39","2","538"
"18/04/2024","39","234","363"
"19/04/2024","20","1","159"
"19/04/2024","98","234","23"
"19/04/2024","7","234","860"
"19/04/2024","13","2","100"
"19/04/2024","12","266","781"
"19/04/2024","35","266","323"
"19/04/2024","61","2","269"
"19/04/2024","39","2","590"
"19/04/2024","48","266","240"
"19/04/2024","20","2","209"
"19/04/2024","97","2","151"
"19/04/2024","37","4003","73"
"19/04/2024","16","266","415"
"19/04/2024","58","234","505"
"19/04/2024","8","266","604"
"19/04/2024","18","1","45"
"19/04/2024","28","2","265"
"19/04/2024","40","266","243"
"19/04/2024","70","2","576"
"19/04/2024","39","234","394"
"19/04/2024","10","266","815"
"19/04/2024","4","266","353"
"19/04/2024","37","2","227"
"19/04/2024","28","4003","275"
"19/04/2024","2","266","998"
"19/04/2024","71","4003","175"
"19/04/2024","41","266","150"
"19/04/2024","19","266","773"
"19/04/2024","98","2","989"
"19/04/2024","45","266","457"
"19/04/2024","27","266","412"
"19/04/2024","3","234","60"
"19/04/2024","65","266","420"
"19/04/2024","36","266","923"
"19/04/2024","11","266","1097"
"19/04/2024","3","2","342"
"19/04/2024","34","234","392"
"19/04/2024","61","234","108"
"19/04/2024","44","266","432"
"20/04/2024","18","1","200"
"20/04/2024","37","2","87"
"20/04/2024","58","234","139"
"20/04/2024","18","266","47"
"20/04/2024","41","266","251"
"20/04/2024","3","234","204"
"20/04/2024","61","2","550"
"20/04/2024","44","266","834"
"20/04/2024","20","2","206"
"20/04/2024","40","266","435"
"20/04/2024","7","234","890"
"20/04/2024","16","266","330"
"20/04/2024","19","266","839"
"20/04/2024","65","266","814"
"20/04/2024","57","234","474"
"20/04/2024","28","2","204"
"20/04/2024","39","234","803"
"20/04/2024","4","266","948"
"20/04/2024","97","2","233"
"20/04/2024","10","266","906"
"20/04/2024","48","266","898"
"20/04/2024","34","234","1104"
"20/04/2024","2","266","761"
"20/04/2024","39","2","317"
"20/04/2024","28","4003","357"
"20/04/2024","71","2","52"
"20/04/2024","8","266","575"
"20/04/2024","61","234","155"
"20/04/2024","11","266","1362"
"20/04/2024","12","266","741"
"20/04/2024","13","2","88"
"20/04/2024","3","2","294"
"20/04/2024","36","266","914"
"20/04/2024","35","266","576"
"20/04/2024","71","4003","240"
"20/04/2024","37","4003","321"
"20/04/2024","98","2","770"
"20/04/2024","27","266","398"
"20/04/2024","70","2","619"
"20/04/2024","45","266","340"
"21/04/2024","34","234","1558"
"21/04/2024","98","2","75"
"21/04/2024","11","266","410"
"21/04/2024","44","266","147"
"22/04/2024","97","2","584"
"22/04/2024","45","266","398"
"22/04/2024","36","266","675"
"22/04/2024","98","2","932"
"22/04/2024","71","4003","265"
"22/04/2024","39","234","520"
"22/04/2024","6","234","1211"
"22/04/2024","28","2","41"
"22/04/2024","61","2","561"
"22/04/2024","7","234","1004"
"22/04/2024","57","234","82"
"22/04/2024","37","4003","43"
"22/04/2024","98","234","107"
"22/04/2024","18","266","30"
"22/04/2024","61","234","357"
"22/04/2024","48","266","968"
"22/04/2024","19","266","204"
"22/04/2024","41","266","382"
"22/04/2024","56","4003","144"
"22/04/2024","28","4003","138"
"22/04/2024","3","234","94"
"22/04/2024","58","234","78"
"22/04/2024","2","266","1057"
"22/04/2024","40","266","324"
"22/04/2024","8","266","578"
"22/04/2024","65","266","1029"
"22/04/2024","18","1","149"
"22/04/2024","97","234","19"
"22/04/2024","11","266","920"
"22/04/2024","39","2","45"
"22/04/2024","35","266","1481"
"22/04/2024","10","266","692"
"22/04/2024","70","2","217"
"22/04/2024","20","2","414"
"22/04/2024","94","234","90"
"22/04/2024","44","266","31"
"22/04/2024","34","234","2270"
"22/04/2024","13","2","761"
"22/04/2024","12","266","1068"
"23/04/2024","6","234","909"
"23/04/2024","4","266","209"
"23/04/2024","65","2","3"
"23/04/2024","37","2","408"
"23/04/2024","37","4003","328"
"23/04/2024","28","4003","160"
"23/04/2024","40","266","566"
"23/04/2024","61","2","535"
"23/04/2024","41","266","528"
"23/04/2024","39","2","329"
"23/04/2024","18","1","228"
"23/04/2024","65","266","1392"
"23/04/2024","16","266","433"
"23/04/2024","13","2","921"
"23/04/2024","57","2","50"
"23/04/2024","70","2","33"
"23/04/2024","59","2","32"
"23/04/2024","71","2","23"
"23/04/2024","98","2","614"
"23/04/2024","58","234","220"
"23/04/2024","12","266","1133"
"23/04/2024","57","234","214"
"23/04/2024","8","266","836"
