ID_SOT,Estado SOT,Fecha Creacion,Fecha Factibilidad,Fecha Atendido Rechazado,ID Rechazo,Departamento,Provincia,Distrito,Region
1015137,Duplicado/Riesgo/Fraude,10/10/2022 23:05,Sin Información,12/10/2022 23:05,29,Tacna,Candarave,Quilahuani,Sur
1015138,Pendiente,01/07/2022 07:27,Sin Información,Sin Información,,Ancash,Sihuas,Chingalpo,Centro
1015139,Duplicado/Riesgo/Fraude,18/11/2022 13:20,Sin Información,20/11/2022 13:20,54,Loreto,Mariscal Ramon Castilla,Yavari,Norte
1015140,Pendiente,26/03/2022 12:13,Sin Información,Sin Información,,Lima,Cañete,Coayllo,Lima
1015141,Duplicado/Riesgo/Fraude,27/03/2022 23:31,Sin Información,31/03/2022 23:31,34,Piura,Ayabaca,Jilili,Norte
1015142,Rechazado,23/04/2022 02:10,23/04/2022 02:10,07/05/2022 02:10,28,Loreto,Alto Amazonas,Balsapuerto,Norte
1015143,Pendiente,08/08/2022 21:24,09/08/2022 21:24,Sin Información,,Cusco,Anta,Zurite,Sur
1015144,Atendido,16/01/2022 03:16,18/01/2022 03:16,28/01/2022 03:16,,Cusco,Chumbivilcas,Quiñota,Sur
1015145,Pendiente,24/12/2022 17:49,Sin Información,Sin Información,,Cajamarca,Santa Cruz,Pulan,Norte
1015146,Atendido,23/11/2022 14:14,23/11/2022 14:14,01/12/2022 14:14,,Arequipa,La Union,Charcana,Sur
1015147,Atendido,30/04/2022 11:34,03/05/2022 11:34,10/05/2022 11:34,,Lima,Huaura,Caleta De Carquin,Lima
1015148,Duplicado/Riesgo/Fraude,13/12/2022 00:43,Sin Información,17/12/2022 00:43,94,Ucayali,Padre Abad,Irazola,Centro
1015149,Atendido,14/03/2022 09:45,16/03/2022 09:45,23/03/2022 09:45,,Huanuco,Ambo,Conchamarca,Centro
1015150,Pendiente,03/01/2022 11:38,06/01/2022 11:38,Sin Información,,Amazonas,Chachapoyas,Soloco,Norte
1015151,Pendiente,18/06/2022 19:48,Sin Información,Sin Información,,Cajamarca,Jaen,Chontali,Norte
1015152,Atendido,05/06/2022 18:19,05/06/2022 18:19,11/06/2022 18:19,,Puno,Huancane,Huatasani,Sur
1015153,Pendiente,29/09/2022 05:55,Sin Información,Sin Información,,Madre De Dios,Tambopata,Tambopata,Sur
1015154,Pendiente,02/01/2022 16:03,03/01/2022 16:03,Sin Información,,Loreto,Alto Amazonas,Santa Cruz,Norte
1015155,Rechazado,24/03/2022 21:35,27/03/2022 21:35,31/03/2022 21:35,67,Piura,Morropon,Chalaco,Norte
1015156,Atendido,18/03/2022 15:53,18/03/2022 15:53,30/03/2022 15:53,,Cusco,La Convencion,Megantoni,Sur
1015157,Atendido,14/08/2022 05:56,15/08/2022 05:56,29/08/2022 05:56,,Junin,Jauja,Paccha,Centro
1015158,Rechazado,30/12/2022 14:09,31/12/2022 14:09,04/01/2023 14:09,99,San Martin,Tocache,Polvora,Norte
1015159,Duplicado/Riesgo/Fraude,07/05/2022 22:53,Sin Información,12/05/2022 22:53,61,La Libertad,Santiago De Chuco,Santa Cruz De Chuca,Norte
1015160,Duplicado/Riesgo/Fraude,10/10/2022 13:44,Sin Información,15/10/2022 13:44,10,La Libertad,Viru,Chao,Norte
1015161,Pendiente,02/09/2022 17:14,03/09/2022 17:14,Sin Información,,La Libertad,Santiago De Chuco,Quiruvilca,Norte
1015162,Duplicado/Riesgo/Fraude,27/04/2022 05:50,Sin Información,02/05/2022 05:50,29,Huancavelica,Angaraes,Santo Tomas De Pata,Centro
1015163,Atendido,30/03/2022 18:42,01/04/2022 18:42,09/04/2022 18:42,,Lima,Yauyos,Allauca,Lima
1015164,Atendido,03/12/2022 07:41,03/12/2022 07:41,13/12/2022 07:41,,Amazonas,Chachapoyas,San Francisco De Daguas,Norte
1015165,Rechazado,29/03/2022 23:02,29/03/2022 23:02,31/03/2022 23:02,48,Ayacucho,Huamanga,San Juan Bautista,Centro
1015166,Atendido,25/10/2022 05:48,25/10/2022 05:48,05/11/2022 05:48,,Junin,Jauja,Canchayllo,Centro
1015167,Atendido,23/07/2022 13:02,23/07/2022 13:02,05/08/2022 13:02,,Huancavelica,Tayacaja,Andaymarca,Centro
1015168,Atendido,09/02/2022 13:40,09/02/2022 13:40,14/02/2022 13:40,,Cusco,Calca,Yanatile,Sur
1015169,Atendido,27/09/2022 21:14,29/09/2022 21:14,13/10/2022 21:14,,Lima,Lima,San Juan De Miraflores,Lima
1015170,Rechazado,30/12/2022 21:08,30/12/2022 21:08,03/01/2023 21:08,15,Puno,Lampa,Vilavila,Sur
1015171,Duplicado/Riesgo/Fraude,25/02/2022 16:27,Sin Información,02/03/2022 16:27,81,Cajamarca,Chota,Chimban,Norte
1015172,Pendiente,28/05/2022 18:09,Sin Información,Sin Información,,Huancavelica,Huancavelica,Yauli,Centro
1015173,Duplicado/Riesgo/Fraude,26/03/2022 15:59,Sin Información,27/03/2022 15:59,26,San Martin,Huallaga,El Eslabon,Norte
1015174,Atendido,29/06/2022 02:14,02/07/2022 02:14,16/07/2022 02:14,,Ancash,Aija,La Merced,Centro
1015175,Pendiente,11/02/2022 05:18,13/02/2022 05:18,Sin Información,,Arequipa,Caylloma,Coporaque,Sur
1015176,Duplicado/Riesgo/Fraude,10/07/2022 18:02,Sin Información,11/07/2022 18:02,13,Lima,Huaral,Veintisiete De Noviembre,Lima
1015177,Rechazado,06/03/2022 05:29,08/03/2022 05:29,23/03/2022 05:29,40,Ayacucho,Huamanga,Ocros,Centro
1015178,Rechazado,06/10/2022 12:11,06/10/2022 12:11,17/10/2022 12:11,80,Ayacucho,Parinacochas,Upahuacho,Centro
1015179,Rechazado,03/05/2022 19:18,03/05/2022 19:18,11/05/2022 19:18,55,Ancash,Casma,Yautan,Centro
1015180,Rechazado,18/02/2022 12:57,19/02/2022 12:57,21/02/2022 12:57,46,Lima,Huarochiri,Mariatana,Lima
1015181,Rechazado,29/06/2022 20:55,29/06/2022 20:55,08/07/2022 20:55,89,Lima,Barranca,Supe,Lima
1015182,Duplicado/Riesgo/Fraude,18/05/2022 19:56,Sin Información,23/05/2022 19:56,45,Apurimac,Grau,Curasco,Sur
1015183,Pendiente,09/02/2022 15:47,09/02/2022 15:47,Sin Información,,Ayacucho,Paucar Del Sara Sara,San Javier De Alpabamba,Centro
1015184,Pendiente,01/11/2022 08:31,04/11/2022 08:31,Sin Información,,Cajamarca,Cajamarca,Cospan,Norte
1015185,Pendiente,02/12/2022 11:07,Sin Información,Sin Información,,Huancavelica,Tayacaja,Cochabamba,Centro
1015186,Pendiente,10/03/2022 23:59,11/03/2022 23:59,Sin Información,,Piura,Morropon,Yamango,Norte
1015187,Duplicado/Riesgo/Fraude,14/12/2022 06:10,Sin Información,18/12/2022 06:10,74,Junin,Chanchamayo,San Ramon,Centro
1015188,Rechazado,23/01/2022 14:33,23/01/2022 14:33,25/01/2022 14:33,7,Cusco,Chumbivilcas,Santo Tomas,Sur
1015189,Duplicado/Riesgo/Fraude,05/11/2022 09:52,Sin Información,06/11/2022 09:52,9,Lima,Cañete,Calango,Lima
1015190,Duplicado/Riesgo/Fraude,29/03/2022 23:32,Sin Información,03/04/2022 23:32,14,Amazonas,Chachapoyas,San Francisco De Daguas,Norte
1015191,Duplicado/Riesgo/Fraude,31/12/2022 02:43,Sin Información,04/01/2023 02:43,13,Huancavelica,Huaytara,Querco,Centro
1015192,Pendiente,23/08/2022 18:14,23/08/2022 18:14,Sin Información,,Ancash,Bolognesi,Chiquian,Centro
1015193,Pendiente,05/04/2022 22:18,07/04/2022 22:18,Sin Información,,Junin,Tarma,Acobamba,Centro
1015194,Duplicado/Riesgo/Fraude,16/01/2022 22:48,Sin Información,19/01/2022 22:48,16,Loreto,Ucayali,Inahuaya,Norte
1015195,Pendiente,31/10/2022 11:03,Sin Información,Sin Información,,Arequipa,Caraveli,Caraveli,Sur
1015196,Duplicado/Riesgo/Fraude,02/03/2022 20:21,Sin Información,06/03/2022 20:21,46,Ancash,Recuay,Ticapampa,Centro
1015197,Pendiente,01/09/2022 06:18,Sin Información,Sin Información,,Amazonas,Chachapoyas,Olleros,Norte
1015198,Rechazado,16/10/2022 06:16,16/10/2022 06:16,27/10/2022 06:16,78,Huancavelica,Castrovirreyna,Mollepampa,Centro
1015199,Pendiente,26/06/2022 10:43,Sin Información,Sin Información,,Lima,Yauyos,Carania,Lima
1015200,Atendido,25/03/2022 07:39,26/03/2022 07:39,06/04/2022 07:39,,Piura,Piura,Cura Mori,Norte
1015201,Pendiente,21/11/2022 05:24,Sin Información,Sin Información,,Ancash,Huaraz,Huaraz,Centro
1015202,Rechazado,03/10/2022 14:14,05/10/2022 14:14,20/10/2022 14:14,59,Cusco,Paucartambo,Colquepata,Sur
1015203,Duplicado/Riesgo/Fraude,12/05/2022 21:04,Sin Información,14/05/2022 21:04,94,Ayacucho,Sucre,Huacaña,Centro
1015204,Atendido,20/07/2022 09:51,23/07/2022 09:51,26/07/2022 09:51,,Lambayeque,Lambayeque,Jayanca,Norte
1015205,Pendiente,04/09/2022 04:04,Sin Información,Sin Información,,Amazonas,Luya,Luya,Norte
1015206,Duplicado/Riesgo/Fraude,02/09/2022 08:12,Sin Información,06/09/2022 08:12,12,Ancash,Sihuas,Alfonso Ugarte,Centro
1015207,Rechazado,30/07/2022 18:24,02/08/2022 18:24,08/08/2022 18:24,90,Lambayeque,Lambayeque,Morrope,Norte
1015208,Pendiente,26/07/2022 19:41,26/07/2022 19:41,Sin Información,,Huanuco,Yarowilca,Cahuac,Centro
1015209,Atendido,23/03/2022 21:10,23/03/2022 21:10,06/04/2022 21:10,,Ayacucho,Vilcas Huaman,Vilcas Huaman,Centro
1015210,Pendiente,05/04/2022 18:01,Sin Información,Sin Información,,Madre De Dios,Manu,Fitzcarrald,Sur
1015211,Rechazado,03/03/2022 08:52,03/03/2022 08:52,09/03/2022 08:52,18,La Libertad,Trujillo,Laredo,Norte
1015212,Rechazado,14/08/2022 23:29,14/08/2022 23:29,28/08/2022 23:29,32,Ayacucho,Victor Fajardo,Canaria,Centro
1015213,Duplicado/Riesgo/Fraude,22/09/2022 10:17,Sin Información,23/09/2022 10:17,97,Cajamarca,Cajabamba,Sitacocha,Norte
1015214,Atendido,12/03/2022 05:11,12/03/2022 05:11,19/03/2022 05:11,,San Martin,Mariscal Caceres,Huicungo,Norte
1015215,Rechazado,26/03/2022 19:51,26/03/2022 19:51,01/04/2022 19:51,50,Piura,Piura,Tambo Grande,Norte
1015216,Pendiente,31/10/2022 21:11,Sin Información,Sin Información,,Ancash,Recuay,Llacllin,Centro
1015217,Duplicado/Riesgo/Fraude,28/03/2022 21:01,Sin Información,02/04/2022 21:01,20,Tumbes,Tumbes,Pampas De Hospital,Norte
1015218,Duplicado/Riesgo/Fraude,14/07/2022 23:43,Sin Información,17/07/2022 23:43,47,Ancash,Sihuas,Alfonso Ugarte,Centro
1015219,Duplicado/Riesgo/Fraude,23/08/2022 22:23,Sin Información,26/08/2022 22:23,46,Amazonas,Rodriguez De Mendoza,Vista Alegre,Norte
1015220,Atendido,08/06/2022 05:37,10/06/2022 05:37,24/06/2022 05:37,,Huancavelica,Huaytara,Laramarca,Centro
1015221,Pendiente,12/02/2022 13:26,Sin Información,Sin Información,,Cusco,Cusco,San Sebastian,Sur
1015222,Rechazado,24/02/2022 12:49,25/02/2022 12:49,08/03/2022 12:49,75,Puno,Melgar,Orurillo,Sur
1015223,Rechazado,23/07/2022 02:27,26/07/2022 02:27,05/08/2022 02:27,52,Arequipa,Castilla,Chilcaymarca,Sur
1015224,Pendiente,18/05/2022 04:31,Sin Información,Sin Información,,Cajamarca,Hualgayoc,Chugur,Norte
1015225,Rechazado,08/11/2022 23:34,09/11/2022 23:34,23/11/2022 23:34,61,Ica,Ica,Santiago,Sur
1015226,Duplicado/Riesgo/Fraude,11/03/2022 00:29,Sin Información,15/03/2022 00:29,71,Ancash,Antonio Raymondi,Chingas,Centro
1015227,Duplicado/Riesgo/Fraude,13/06/2022 15:22,Sin Información,17/06/2022 15:22,78,San Martin,Lamas,Pinto Recodo,Norte
1015228,Duplicado/Riesgo/Fraude,03/06/2022 19:02,Sin Información,08/06/2022 19:02,20,Arequipa,Caraveli,Chala,Sur
1015229,Atendido,30/08/2022 18:10,02/09/2022 18:10,10/09/2022 18:10,,Piura,Ayabaca,Sicchez,Norte
1015230,Atendido,23/03/2022 10:47,24/03/2022 10:47,08/04/2022 10:47,,Tumbes,Contralmirante Villar,Casitas,Norte
1015231,Pendiente,11/07/2022 12:18,11/07/2022 12:18,Sin Información,,La Libertad,Pataz,Parcoy,Norte
1015232,Atendido,29/07/2022 02:20,01/08/2022 02:20,04/08/2022 02:20,,Junin,Chanchamayo,Pichanaqui,Centro
1015233,Duplicado/Riesgo/Fraude,30/07/2022 07:59,Sin Información,04/08/2022 07:59,69,Huancavelica,Angaraes,Huanca-Huanca,Centro
1015234,Atendido,23/10/2022 01:54,25/10/2022 01:54,31/10/2022 01:54,,Puno,Yunguyo,Unicachi,Sur
1015235,Atendido,07/01/2022 03:57,10/01/2022 03:57,18/01/2022 03:57,,Junin,Huancayo,Chongos Alto,Centro
1015236,Duplicado/Riesgo/Fraude,02/02/2022 02:26,Sin Información,07/02/2022 02:26,83,Ancash,Huaylas,Santo Toribio,Centro
1015237,Pendiente,12/06/2022 13:13,Sin Información,Sin Información,,Ica,Chincha,Chincha Baja,Sur
1015238,Pendiente,25/02/2022 06:39,27/02/2022 06:39,Sin Información,,Piura,Ayabaca,Pacaipampa,Norte
1015239,Rechazado,23/05/2022 19:56,23/05/2022 19:56,31/05/2022 19:56,47,Amazonas,Utcubamba,Yamon,Norte
1015240,Pendiente,06/03/2022 20:52,09/03/2022 20:52,Sin Información,,Cusco,La Convencion,Santa Teresa,Sur
1015241,Duplicado/Riesgo/Fraude,16/04/2022 00:51,Sin Información,20/04/2022 00:51,26,Cajamarca,San Pablo,San Luis,Norte
1015242,Duplicado/Riesgo/Fraude,11/04/2022 03:30,Sin Información,12/04/2022 03:30,74,Arequipa,La Union,Tomepampa,Sur
1015243,Pendiente,30/09/2022 06:15,Sin Información,Sin Información,,Piura,Morropon,Chulucanas,Norte
1015244,Rechazado,02/03/2022 06:16,02/03/2022 06:16,17/03/2022 06:16,59,Ancash,Mariscal Luzuriaga,Fidel Olivas Escudero,Centro
1015245,Duplicado/Riesgo/Fraude,14/11/2022 00:43,Sin Información,19/11/2022 00:43,25,Madre De Dios,Tambopata,Inambari,Sur
1015246,Pendiente,18/03/2022 08:59,21/03/2022 08:59,Sin Información,,Arequipa,Arequipa,Socabaya,Sur
1015247,Rechazado,04/09/2022 11:04,04/09/2022 11:04,09/09/2022 11:04,97,Cajamarca,San Miguel,San Gregorio,Norte
1015248,Atendido,08/11/2022 21:29,09/11/2022 21:29,21/11/2022 21:29,,Junin,Chanchamayo,Pichanaqui,Centro
1015249,Rechazado,13/06/2022 22:05,13/06/2022 22:05,15/06/2022 22:05,95,La Libertad,Sanchez Carrion,Cochorco,Norte
1015250,Atendido,17/03/2022 03:22,19/03/2022 03:22,03/04/2022 03:22,,Ayacucho,La Mar,Santa Rosa,Centro
1015251,Atendido,11/07/2022 03:29,14/07/2022 03:29,25/07/2022 03:29,,Junin,Satipo,Vizcatán Del Ene,Centro
1015252,Rechazado,20/10/2022 16:05,20/10/2022 16:05,22/10/2022 16:05,24,Ayacucho,Victor Fajardo,Sarhua,Centro
1015253,Atendido,28/06/2022 23:05,29/06/2022 23:05,10/07/2022 23:05,,San Martin,San Martin,La Banda De Shilcayo,Norte
1015254,Rechazado,04/12/2022 17:39,04/12/2022 17:39,12/12/2022 17:39,62,San Martin,San Martin,Alberto Leveau,Norte
1015255,Duplicado/Riesgo/Fraude,10/10/2022 08:36,Sin Información,14/10/2022 08:36,95,Junin,Tarma,Tarma,Centro
1015256,Atendido,02/02/2022 22:04,02/02/2022 22:04,04/02/2022 22:04,,Junin,Tarma,Palcamayo,Centro
1015257,Atendido,06/03/2022 03:22,06/03/2022 03:22,12/03/2022 03:22,,Cajamarca,San Ignacio,La Coipa,Norte
1015258,Duplicado/Riesgo/Fraude,08/08/2022 13:24,Sin Información,13/08/2022 13:24,91,Ica,Chincha,San Pedro De Huacarpana,Sur
1015259,Atendido,25/11/2022 21:57,28/11/2022 21:57,01/12/2022 21:57,,Lima,Yauyos,Tupe,Lima
1015260,Atendido,09/11/2022 21:00,10/11/2022 21:00,17/11/2022 21:00,,Cusco,Quispicanchi,Oropesa,Sur
1015261,Atendido,26/05/2022 18:04,26/05/2022 18:04,06/06/2022 18:04,,Ayacucho,Lucanas,San Cristobal,Centro
1015262,Rechazado,11/09/2022 13:47,14/09/2022 13:47,18/09/2022 13:47,39,Lima,Lima,Punta Negra,Lima
1015263,Atendido,10/03/2022 18:15,10/03/2022 18:15,13/03/2022 18:15,,Tumbes,Tumbes,San Juan De La Virgen,Norte
1015264,Rechazado,24/03/2022 21:27,24/03/2022 21:27,28/03/2022 21:27,52,Arequipa,Condesuyos,Rio Grande,Sur
1015265,Rechazado,15/10/2022 12:43,17/10/2022 12:43,28/10/2022 12:43,98,San Martin,Lamas,Zapatero,Norte
1015266,Rechazado,24/03/2022 13:16,24/03/2022 13:16,02/04/2022 13:16,19,Lima,Lima,Lurigancho,Lima
1015267,Duplicado/Riesgo/Fraude,03/07/2022 16:36,Sin Información,08/07/2022 16:36,43,Tacna,Tacna,Calana,Sur
1015268,Pendiente,23/03/2022 13:21,23/03/2022 13:21,Sin Información,,Cajamarca,Cutervo,Toribio Casanova,Norte
1015269,Rechazado,06/11/2022 07:52,07/11/2022 07:52,17/11/2022 07:52,52,Ancash,Pomabamba,Quinuabamba,Centro
1015270,Duplicado/Riesgo/Fraude,02/09/2022 22:04,Sin Información,03/09/2022 22:04,63,Junin,Concepcion,Nueve De Julio,Centro
1015271,Rechazado,05/01/2022 14:50,05/01/2022 14:50,15/01/2022 14:50,31,San Martin,Rioja,Yorongos,Norte
1015272,Rechazado,02/11/2022 02:36,02/11/2022 02:36,06/11/2022 02:36,19,Ancash,Sihuas,Quiches,Centro
1015273,Duplicado/Riesgo/Fraude,29/04/2022 01:13,Sin Información,04/05/2022 01:13,57,Huanuco,Huanuco,Amarilis,Centro
1015274,Atendido,12/02/2022 05:54,12/02/2022 05:54,22/02/2022 05:54,,Ancash,Huari,San Marcos,Centro
1015275,Pendiente,20/06/2022 19:51,Sin Información,Sin Información,,Lambayeque,Chiclayo,Saña,Norte
1015276,Pendiente,11/12/2022 07:10,11/12/2022 07:10,Sin Información,,Loreto,Ucayali,Pampa Hermosa,Norte
1015277,Atendido,25/03/2022 23:06,26/03/2022 23:06,02/04/2022 23:06,,Ancash,Carhuaz,Carhuaz,Centro
1015278,Rechazado,20/01/2022 06:57,20/01/2022 06:57,28/01/2022 06:57,40,Cajamarca,Chota,Pion,Norte
1015279,Pendiente,24/04/2022 11:10,Sin Información,Sin Información,,Junin,Jauja,Pomacancha,Centro
1015280,Pendiente,05/09/2022 13:10,05/09/2022 13:10,Sin Información,,Lima,Lima,Miraflores,Lima
1015281,Atendido,03/12/2022 23:41,03/12/2022 23:41,06/12/2022 23:41,,Huancavelica,Churcampa,San Miguel De Mayocc,Centro
1015282,Duplicado/Riesgo/Fraude,10/09/2022 00:03,Sin Información,13/09/2022 00:03,38,Amazonas,Bagua,Imaza,Norte
1015283,Pendiente,19/07/2022 00:27,Sin Información,Sin Información,,San Martin,Mariscal Caceres,Huicungo,Norte
1015284,Duplicado/Riesgo/Fraude,11/03/2022 17:54,Sin Información,15/03/2022 17:54,51,Ancash,Santa,Chimbote,Centro
1015285,Duplicado/Riesgo/Fraude,10/07/2022 08:20,Sin Información,15/07/2022 08:20,13,Junin,Jauja,Sincos,Centro
1015286,Atendido,19/03/2022 14:52,20/03/2022 14:52,04/04/2022 14:52,,Arequipa,Camana,Ocoña,Sur
1015287,Duplicado/Riesgo/Fraude,15/07/2022 18:37,Sin Información,20/07/2022 18:37,16,Moquegua,Mariscal Nieto,Cuchumbaya,Sur
1015288,Atendido,06/07/2022 00:49,09/07/2022 00:49,24/07/2022 00:49,,Cajamarca,Chota,Chota,Norte
1015289,Duplicado/Riesgo/Fraude,01/10/2022 19:38,Sin Información,05/10/2022 19:38,56,Amazonas,Luya,Luya Viejo,Norte
1015290,Rechazado,24/05/2022 10:55,24/05/2022 10:55,29/05/2022 10:55,50,Tacna,Tacna,Palca,Sur
1015291,Pendiente,03/05/2022 00:55,03/05/2022 00:55,Sin Información,,Ayacucho,La Mar,Samugari,Centro
1015292,Pendiente,08/01/2022 12:27,Sin Información,Sin Información,,Amazonas,Bagua,Bagua,Norte
1015293,Duplicado/Riesgo/Fraude,12/12/2022 02:39,Sin Información,14/12/2022 02:39,26,Pasco,Oxapampa,Chontabamba,Centro
1015294,Atendido,20/09/2022 21:19,22/09/2022 21:19,05/10/2022 21:19,,Puno,Lampa,Vilavila,Sur
1015295,Atendido,12/03/2022 03:59,15/03/2022 03:59,21/03/2022 03:59,,Lambayeque,Chiclayo,Monsefu,Norte
1015296,Atendido,26/08/2022 03:38,28/08/2022 03:38,12/09/2022 03:38,,Ancash,Yungay,Cascapara,Centro
1015297,Atendido,25/08/2022 12:18,25/08/2022 12:18,29/08/2022 12:18,,Lima,Lima,San Miguel,Lima
1015298,Pendiente,28/08/2022 02:30,Sin Información,Sin Información,,Ayacucho,Huamanga,Ocros,Centro
1015299,Atendido,22/09/2022 06:05,23/09/2022 06:05,27/09/2022 06:05,,Ayacucho,La Mar,Anco,Centro
1015300,Duplicado/Riesgo/Fraude,15/10/2022 11:27,Sin Información,18/10/2022 11:27,95,Puno,Melgar,Antauta,Sur
1015301,Pendiente,07/04/2022 19:57,10/04/2022 19:57,Sin Información,,Ayacucho,Huanca Sancos,Sancos,Centro
1015302,Rechazado,20/10/2022 02:33,23/10/2022 02:33,03/11/2022 02:33,31,Ayacucho,Vilcas Huaman,Vischongo,Centro
1015303,Duplicado/Riesgo/Fraude,16/03/2022 19:59,Sin Información,18/03/2022 19:59,97,Pasco,Pasco,Huariaca,Centro
1015304,Duplicado/Riesgo/Fraude,14/02/2022 08:11,Sin Información,18/02/2022 08:11,76,Cusco,Calca,San Salvador,Sur
1015305,Rechazado,30/07/2022 02:25,01/08/2022 02:25,10/08/2022 02:25,38,Junin,Jauja,Leonor Ordoñez,Centro
1015306,Duplicado/Riesgo/Fraude,11/01/2022 06:56,Sin Información,16/01/2022 06:56,26,Arequipa,Islay,Mejia,Sur
1015307,Pendiente,12/11/2022 12:44,12/11/2022 12:44,Sin Información,,Lima,Lima,Cieneguilla,Lima
1015308,Duplicado/Riesgo/Fraude,14/10/2022 01:01,Sin Información,16/10/2022 01:01,52,Piura,Morropon,Santo Domingo,Norte
1015309,Pendiente,01/09/2022 05:00,03/09/2022 05:00,Sin Información,,Junin,Huancayo,Saño,Centro
1015310,Pendiente,03/08/2022 06:01,05/08/2022 06:01,Sin Información,,Huancavelica,Castrovirreyna,Ticrapo,Centro
1015311,Duplicado/Riesgo/Fraude,17/06/2022 23:38,Sin Información,20/06/2022 23:38,73,Apurimac,Abancay,Abancay,Sur
1015312,Atendido,11/03/2022 06:23,11/03/2022 06:23,18/03/2022 06:23,,Arequipa,Castilla,Uñon,Sur
1015313,Rechazado,22/09/2022 23:10,22/09/2022 23:10,02/10/2022 23:10,86,Moquegua,General Sanchez Cerro,Coalaque,Sur
1015314,Rechazado,08/03/2022 09:26,10/03/2022 09:26,12/03/2022 09:26,22,Ica,Palpa,Rio Grande,Sur
1015315,Atendido,16/03/2022 05:32,16/03/2022 05:32,30/03/2022 05:32,,Junin,Jauja,Molinos,Centro
1015316,Rechazado,06/03/2022 23:12,07/03/2022 23:12,16/03/2022 23:12,2,Ancash,Bolognesi,Huasta,Centro
1015317,Pendiente,20/06/2022 23:48,Sin Información,Sin Información,,Puno,Huancane,Inchupalla,Sur
1015318,Duplicado/Riesgo/Fraude,11/02/2022 01:01,Sin Información,13/02/2022 01:01,10,Arequipa,Caraveli,Lomas,Sur
1015319,Atendido,08/04/2022 17:02,08/04/2022 17:02,22/04/2022 17:02,,San Martin,Picota,Pilluana,Norte
1015320,Pendiente,23/06/2022 16:11,Sin Información,Sin Información,,Apurimac,Grau,Huayllati,Sur
1015321,Pendiente,18/06/2022 13:38,Sin Información,Sin Información,,Lima,Huarochiri,San Juan De Iris,Lima
1015322,Rechazado,08/11/2022 16:52,08/11/2022 16:52,22/11/2022 16:52,87,Huancavelica,Castrovirreyna,Castrovirreyna,Centro
1015323,Pendiente,18/07/2022 07:03,21/07/2022 07:03,Sin Información,,Apurimac,Aymaraes,Lucre,Sur
1015324,Atendido,28/07/2022 01:12,28/07/2022 01:12,06/08/2022 01:12,,Madre De Dios,Tahuamanu,Tahuamanu,Sur
1015325,Pendiente,09/09/2022 10:55,Sin Información,Sin Información,,Puno,Moho,Huayrapata,Sur
1015326,Atendido,23/03/2022 23:55,26/03/2022 23:55,03/04/2022 23:55,,Amazonas,Rodriguez De Mendoza,Longar,Norte
1015327,Duplicado/Riesgo/Fraude,06/09/2022 02:58,Sin Información,10/09/2022 02:58,59,La Libertad,Trujillo,Salaverry,Norte
1015328,Atendido,30/12/2022 20:44,31/12/2022 20:44,13/01/2023 20:44,,San Martin,Rioja,Elias Soplin Vargas,Norte
1015329,Pendiente,09/07/2022 14:12,Sin Información,Sin Información,,Ancash,Sihuas,Sicsibamba,Centro
1015330,Atendido,03/09/2022 23:19,05/09/2022 23:19,19/09/2022 23:19,,Ayacucho,Sucre,Paico,Centro
1015331,Rechazado,03/03/2022 13:57,06/03/2022 13:57,15/03/2022 13:57,7,Junin,Huancayo,Quilcas,Centro
1015332,Atendido,28/12/2022 00:16,29/12/2022 00:16,01/01/2023 00:16,,Cusco,Calca,San Salvador,Sur
1015333,Rechazado,09/02/2022 12:47,10/02/2022 12:47,19/02/2022 12:47,74,Puno,Puno,Atuncolla,Sur
1015334,Pendiente,09/01/2022 11:46,Sin Información,Sin Información,,Ica,Palpa,Santa Cruz,Sur
1015335,Duplicado/Riesgo/Fraude,05/02/2022 03:15,Sin Información,06/02/2022 03:15,5,Callao,Callao,Mi Peru,Lima
1015336,Atendido,06/08/2022 13:13,08/08/2022 13:13,12/08/2022 13:13,,Puno,El Collao,Santa Rosa,Sur
1015337,Rechazado,01/09/2022 08:23,04/09/2022 08:23,19/09/2022 08:23,87,Lima,Huarochiri,Sangallaya,Lima
1015338,Pendiente,22/03/2022 03:40,Sin Información,Sin Información,,San Martin,Moyobamba,Habana,Norte
1015339,Atendido,29/01/2022 10:25,01/02/2022 10:25,06/02/2022 10:25,,Huanuco,Puerto Inca,Honoria,Centro
1015340,Atendido,22/12/2022 04:44,24/12/2022 04:44,28/12/2022 04:44,,Cajamarca,San Ignacio,Huarango,Norte
1015341,Duplicado/Riesgo/Fraude,20/02/2022 21:01,Sin Información,23/02/2022 21:01,98,Ayacucho,Lucanas,San Cristobal,Centro
1015342,Pendiente,01/10/2022 12:47,02/10/2022 12:47,Sin Información,,Lima,Lima,Santiago De Surco,Lima
1015343,Duplicado/Riesgo/Fraude,16/02/2022 05:39,Sin Información,19/02/2022 05:39,50,Loreto,Alto Amazonas,Santa Cruz,Norte
1015344,Duplicado/Riesgo/Fraude,17/05/2022 00:11,Sin Información,22/05/2022 00:11,13,Junin,Jauja,Marco,Centro
1015345,Duplicado/Riesgo/Fraude,18/01/2022 07:07,Sin Información,23/01/2022 07:07,36,Huanuco,Dos De Mayo,Ripan,Centro
1015346,Atendido,28/11/2022 06:36,28/11/2022 06:36,02/12/2022 06:36,,Lima,Cajatambo,Cajatambo,Lima
